id,true_0,score_0,score_1,score_2,score_3,score_4
247,0.0,0.575256,0.14469545,0.13302976,0.09465313,0.052365713
248,0.0,0.4508552,0.17665902,0.19634695,0.12067311,0.055465758
249,0.0,0.6540143,0.07568476,0.15883517,0.06960362,0.04186218
250,0.0,0.63328314,0.118209004,0.12691648,0.0762677,0.045323625
251,0.0,0.6862284,0.08037035,0.11226715,0.08287841,0.038255677
252,0.0,0.24770038,0.19627821,0.30021694,0.1611577,0.09464683
253,0.0,0.55037135,0.1415746,0.18742596,0.08234802,0.03828006
254,2.0,0.34547523,0.15649438,0.26292488,0.15503316,0.08007234
255,0.0,0.2713254,0.18442127,0.30185995,0.14573944,0.09665389
256,0.0,0.59968144,0.10403402,0.17507143,0.06895159,0.0522615
257,3.0,0.2001466,0.16174757,0.30674312,0.19804247,0.13332027
258,0.0,0.5687359,0.10735986,0.20081328,0.07961124,0.043479703
259,0.0,0.18163082,0.14255777,0.3002518,0.24448054,0.131079
260,3.0,0.18335141,0.1515443,0.2744022,0.2624039,0.1282982
261,0.0,0.26849142,0.20536011,0.27600425,0.16259804,0.08754622
262,3.0,0.21350132,0.18659931,0.2750858,0.22230159,0.10251198
263,0.0,0.64208907,0.086118914,0.16443124,0.060120896,0.047239907
264,2.0,0.2376832,0.18968353,0.34088057,0.13513185,0.096620865
265,3.0,0.17635791,0.1794483,0.30447602,0.22535038,0.11436734
266,0.0,0.4252389,0.1649856,0.23672664,0.121266566,0.051782224
267,3.0,0.14545248,0.16816026,0.35366833,0.20525166,0.1274672
268,1.0,0.22921166,0.21825345,0.2726556,0.16801617,0.11186311
269,0.0,0.27942455,0.1909029,0.27900845,0.15964834,0.09101572
270,3.0,0.14709952,0.1788557,0.32716447,0.2181345,0.12874582
271,2.0,0.19977468,0.16195314,0.26023573,0.25755575,0.12048067
272,4.0,0.19681999,0.19277142,0.27151492,0.20698807,0.13190554
273,0.0,0.20243081,0.13439927,0.3107295,0.2446021,0.107838325
274,0.0,0.5872283,0.12934534,0.14385654,0.095433585,0.04413633
275,3.0,0.14901152,0.18950799,0.31143218,0.216072,0.13397627
276,2.0,0.1900109,0.23610269,0.32094017,0.15615888,0.09678736
277,1.0,0.21516865,0.22656147,0.27396935,0.17738476,0.10691573
278,3.0,0.19527124,0.13633665,0.3199884,0.21047038,0.1379333
279,0.0,0.49299115,0.15934311,0.18111609,0.106444634,0.060105037
280,0.0,0.2602374,0.2170664,0.2838043,0.16504551,0.07384638
281,2.0,0.16464755,0.12826048,0.30849272,0.24832435,0.15027495
282,2.0,0.25376797,0.18210888,0.29573157,0.16457598,0.10381558
283,0.0,0.4270805,0.14963923,0.2011252,0.15225862,0.06989643
284,0.0,0.48073894,0.11936243,0.2450834,0.09036617,0.06444905
285,2.0,0.21859185,0.22971672,0.30799052,0.14250588,0.101195015
286,0.0,0.4152132,0.1487093,0.24792549,0.10519009,0.08296194
287,4.0,0.19123764,0.18847248,0.2970576,0.20963684,0.11359539
288,2.0,0.17413417,0.15831226,0.31471196,0.2147975,0.13804415
289,4.0,0.16096513,0.13642496,0.30037248,0.28218305,0.120054364
290,0.0,0.6976753,0.09826177,0.10283725,0.07049817,0.030727392
291,3.0,0.23887375,0.18860458,0.26630044,0.20703064,0.09919059
292,2.0,0.18497702,0.19148736,0.2823971,0.22874628,0.11239223
293,1.0,0.1923203,0.22550692,0.2940675,0.1812662,0.10683908
294,0.0,0.2776719,0.25911382,0.2212826,0.20243864,0.039493028
295,3.0,0.17301933,0.15272558,0.30202284,0.23244916,0.13978313
296,0.0,0.39933392,0.19021243,0.19928181,0.13898611,0.07218573
297,0.0,0.529764,0.1581551,0.17501697,0.10011872,0.036945254
298,0.0,0.52946764,0.13462526,0.19182074,0.08504129,0.059045076
299,0.0,0.17198019,0.15365946,0.2825322,0.26809424,0.1237339
300,4.0,0.18824323,0.13165459,0.3022743,0.2377762,0.14005168
301,0.0,0.619903,0.12668602,0.13401276,0.08269053,0.036707673
302,0.0,0.5356731,0.11236124,0.19873643,0.10238107,0.050848123
303,2.0,0.2187255,0.20666973,0.32076165,0.1551874,0.098655745
304,3.0,0.36963156,0.19374415,0.21003829,0.13368228,0.09290365
305,0.0,0.291799,0.22501808,0.24570543,0.15133137,0.08614609
306,2.0,0.2247094,0.14156619,0.32896945,0.19732562,0.10742937
307,0.0,0.60992044,0.1168378,0.13982804,0.0966431,0.03677065
308,4.0,0.28800952,0.16729656,0.29047388,0.15293209,0.101288
309,0.0,0.20366244,0.19970223,0.32718116,0.15718734,0.11226679
310,0.0,0.6123153,0.114631,0.13898891,0.09707494,0.036989864
311,0.0,0.58725625,0.1580951,0.1360324,0.07802741,0.04058879
312,0.0,0.25504223,0.18578255,0.2972754,0.15314235,0.10875755
313,0.0,0.52043515,0.14850529,0.16797891,0.10693058,0.05615007
314,2.0,0.2039029,0.15563677,0.31847626,0.20561193,0.116372205
315,2.0,0.16514973,0.14914563,0.32598436,0.22231446,0.13740581
316,2.0,0.16843653,0.14917634,0.33759728,0.18645602,0.15833382
317,3.0,0.16019362,0.19826534,0.30839485,0.23396526,0.09918094
318,1.0,0.187982,0.16713616,0.3276812,0.19703248,0.120168164
319,0.0,0.4528279,0.17554978,0.18909958,0.11022829,0.07229447
320,0.0,0.46668267,0.13894111,0.21957852,0.10577267,0.06902502
321,0.0,0.6988641,0.08591573,0.10365663,0.07910433,0.03245925
322,2.0,0.19287646,0.22774903,0.31011164,0.18324015,0.08602273
323,2.0,0.17296454,0.20949036,0.32886076,0.17266664,0.11601775
324,4.0,0.23128253,0.16974892,0.317502,0.16174622,0.1197203
325,0.0,0.563738,0.1467235,0.14611307,0.10062691,0.042798568
326,0.0,0.39649814,0.22523257,0.21539262,0.116182536,0.04669422
327,0.0,0.4236913,0.17722405,0.2112479,0.12305022,0.064786516
328,3.0,0.15051422,0.13422161,0.30434242,0.29186383,0.11905795
329,2.0,0.26633126,0.16939564,0.30305022,0.15740244,0.1038204
330,0.0,0.46815848,0.18232611,0.18680553,0.10932158,0.053388286
331,1.0,0.21817875,0.24050625,0.26771897,0.1714024,0.102193676
332,4.0,0.18204659,0.13344364,0.28192884,0.2544025,0.14817838
333,2.0,0.16588676,0.15785107,0.30982685,0.24176936,0.124665946
334,3.0,0.13498545,0.14011033,0.26788235,0.31610927,0.14091256
335,2.0,0.52837753,0.110782735,0.22856343,0.08461542,0.047660854
336,0.0,0.4831726,0.119852394,0.19848473,0.12376101,0.074729264
337,2.0,0.21380697,0.16095293,0.31787354,0.17025684,0.13710976
338,1.0,0.18172625,0.18108472,0.32290426,0.20066196,0.11362283
339,0.0,0.5859969,0.11983851,0.14973353,0.09554281,0.04888822
340,3.0,0.1623003,0.14154065,0.3102363,0.281048,0.10487476
341,2.0,0.21216741,0.20050718,0.3026829,0.17545557,0.10918698
342,0.0,0.63166755,0.086415485,0.18377514,0.05853502,0.039606836
343,3.0,0.17757155,0.1554073,0.31368184,0.2229971,0.13034225
344,0.0,0.51323086,0.1564615,0.17221063,0.12096866,0.037128285
345,2.0,0.1841994,0.15030979,0.3298284,0.19516347,0.14049897
346,3.0,0.19388996,0.15900913,0.28539726,0.23689297,0.1248107
347,0.0,0.28915063,0.16259383,0.311736,0.15121756,0.08530199
348,0.0,0.37757167,0.18372676,0.2388087,0.14062594,0.059266966
349,0.0,0.22199534,0.15402313,0.32324713,0.18439463,0.11633978
350,0.0,0.4222011,0.18814328,0.20664996,0.11321004,0.06979559
351,0.0,0.652642,0.11500054,0.118234925,0.07525067,0.038871832
352,1.0,0.16284393,0.18580042,0.3054014,0.20802484,0.13792942
353,2.0,0.41774192,0.13970077,0.27831796,0.094863966,0.06937538
354,3.0,0.21124259,0.37376198,0.16706823,0.18555918,0.06236797
355,0.0,0.30346307,0.24112993,0.2513972,0.15270571,0.051304113
356,0.0,0.3961435,0.16708893,0.21359505,0.15973094,0.0634415
357,0.0,0.3765179,0.2182146,0.22135222,0.11934652,0.06456872
358,3.0,0.16406237,0.15407027,0.27130336,0.27165884,0.13890506
359,2.0,0.45209566,0.17973669,0.20556147,0.103258856,0.059347283
360,0.0,0.20885034,0.18968059,0.3462545,0.17875677,0.0764578
361,2.0,0.18836163,0.19202252,0.3065685,0.18980445,0.12324289
362,2.0,0.17230308,0.1431075,0.3076578,0.2619133,0.11501833
363,0.0,0.28975907,0.17285126,0.26020157,0.19850032,0.078687765
364,0.0,0.6050303,0.1547256,0.113263756,0.08532901,0.04165137
365,2.0,0.24956824,0.19734612,0.30555528,0.15707438,0.09045598
366,0.0,0.48279375,0.14116149,0.23130767,0.08760532,0.057131752
367,0.0,0.4101773,0.2096659,0.21144703,0.11287834,0.055831436
368,0.0,0.42595625,0.20132716,0.19362171,0.12296221,0.056132667
369,1.0,0.1961355,0.1612893,0.2971224,0.22659712,0.11885569
370,2.0,0.16840413,0.14678632,0.29907882,0.2535556,0.13217507
371,4.0,0.1622366,0.15042114,0.34055346,0.2044342,0.14235458
372,1.0,0.24459267,0.2439517,0.2816107,0.14734589,0.082499035
373,0.0,0.36514932,0.17354551,0.26231286,0.124042,0.07495031
374,0.0,0.56150925,0.14273773,0.15187848,0.08624568,0.057628755
375,3.0,0.15316488,0.20030521,0.31895554,0.2168542,0.11072014
376,2.0,0.1721815,0.1553165,0.31872997,0.23097399,0.12279809
377,3.0,0.14079165,0.1969139,0.3166597,0.21087632,0.13475846
378,1.0,0.22937101,0.24270207,0.2740702,0.19046089,0.06339576
379,0.0,0.607507,0.12677024,0.13258913,0.09585573,0.03727791
380,3.0,0.2416235,0.14169282,0.30038628,0.20382267,0.11247469
381,3.0,0.22500765,0.16280207,0.29690772,0.20547311,0.10980948
382,0.0,0.6315909,0.104587354,0.16250798,0.058518894,0.042794857
383,0.0,0.3312403,0.11359059,0.2909875,0.16308889,0.101092756
384,3.0,0.17972073,0.15817428,0.3316282,0.20597647,0.12450028
385,2.0,0.17994267,0.1994039,0.29490948,0.20060553,0.12513843
386,2.0,0.18939687,0.17236958,0.32869548,0.19116813,0.118369944
387,3.0,0.17655523,0.17258726,0.3209824,0.18695076,0.14292438
