id,true_0,score_0,score_1,score_2,score_3,score_4,score_5,score_6
67,1.0,0.02634562,0.90561914,0.0073507214,0.034522656,6.1883075e-05,0.0022613667,0.023838522
68,5.0,0.00047021636,0.003679472,0.0040226816,0.009912217,0.0003457706,0.9782639,0.0033058168
69,5.0,9.205007e-06,5.889578e-07,0.0003175449,1.4180712e-06,0.00035536406,0.9992538,6.201496e-05
70,5.0,1.3722933e-05,4.2827314e-06,9.506084e-05,6.9067687e-06,0.0119238105,0.98794484,1.1429246e-05
71,5.0,0.0033282058,0.0019484801,0.0037843285,0.0023292191,0.042445634,0.9456962,0.00046786116
72,5.0,7.675395e-05,4.968721e-05,0.003941432,0.00047001627,0.024484849,0.9706294,0.00034796417
73,5.0,7.458822e-06,2.6317961e-08,7.207416e-05,7.0906324e-08,0.71797156,0.28106624,0.0008825415
74,5.0,0.0033937492,0.0024048977,0.0007752458,0.011889852,0.01783476,0.95645493,0.0072465986
75,5.0,0.00016742219,1.6487002e-05,0.00082765956,1.5942107e-05,0.15628007,0.84237385,0.00031851698
76,5.0,8.8479277e-07,3.0797155e-06,0.00018856327,6.212591e-05,5.610665e-05,0.9996811,8.173514e-06
77,2.0,0.017001642,0.007844606,0.83941996,0.007001092,0.09481338,0.031530194,0.0023892021
78,5.0,3.845728e-05,7.399299e-06,0.0004966712,7.0823644e-06,0.0007447432,0.998376,0.00032961098
79,0.0,0.47993866,0.14267981,0.3343797,0.037496682,0.00056814385,0.00040412514,0.0045329267
80,5.0,3.79909e-06,8.109053e-08,8.981904e-05,4.9914024e-07,9.8218195e-05,0.99978846,1.9144069e-05
81,2.0,0.0008798982,8.502295e-05,0.034973565,0.00020125842,0.8734464,0.08631391,0.004099885
82,5.0,1.835396e-05,5.1757354e-05,0.001069301,9.310445e-05,0.016307587,0.9824107,4.917056e-05
83,2.0,0.0005504577,8.358948e-05,0.13041635,0.0008077188,0.70770526,0.16038115,5.5405035e-05
84,2.0,0.027902842,0.0002663724,0.38249755,0.0005784247,0.5884561,0.00022106143,7.7658784e-05
85,1.0,0.0827967,0.7268257,0.021178901,0.030613406,0.011476339,0.022511596,0.104597434
86,0.0,0.549736,0.051278718,0.2192886,0.1494369,0.012582463,0.012954704,0.0047225305
87,5.0,9.6081315e-08,1.398649e-08,1.1995083e-06,3.869351e-08,2.5580157e-05,0.999972,1.1337888e-06
88,5.0,7.4597187e-06,3.5994543e-07,2.187886e-05,1.9062763e-05,0.0033428,0.99660814,3.6348607e-07
89,5.0,5.933683e-06,3.193999e-06,9.132443e-05,0.000115634306,9.240754e-05,0.9996481,4.3416785e-05
90,5.0,1.5324493e-06,1.6039346e-08,2.4181843e-05,3.314791e-08,0.00082799286,0.9991346,1.1674567e-05
91,4.0,9.7427146e-05,1.3139494e-06,2.8112181e-05,6.755271e-07,0.99948955,0.00026878188,0.00011406224
92,5.0,1.6086797e-06,1.2309908e-06,0.00022002267,7.376308e-06,0.024606897,0.97516114,1.7312864e-06
93,5.0,0.0001831048,4.536168e-06,0.0017072991,1.032907e-05,0.04011197,0.95726436,0.0007183235
94,5.0,0.0012500463,9.603545e-05,0.02791613,0.00030865148,0.27157545,0.65773916,0.0411145
95,5.0,9.7935845e-05,1.6991842e-05,0.00051501556,2.9017587e-05,0.0014651909,0.9973851,0.0004907152
96,5.0,0.014755434,0.25838593,0.20401591,0.0514251,0.002223207,0.35568365,0.11351084
97,5.0,6.580451e-07,4.356962e-06,0.0004416754,1.4446953e-05,3.7704674e-06,0.9995216,1.3418608e-05
98,5.0,0.0055772685,0.000767757,0.0033004303,0.00085703825,0.056618173,0.93001574,0.0028636463
99,5.0,5.581597e-07,3.7064744e-08,3.097725e-05,5.3509005e-08,9.830763e-06,0.99995613,2.459332e-06
100,2.0,0.00026144309,0.00022480209,0.78871214,0.0015643158,0.027945621,0.18127346,1.8135133e-05
101,5.0,0.0006260179,0.0012162926,0.020844925,0.0010441791,0.008325723,0.96786344,7.944195e-05
102,5.0,0.010692906,0.00089327025,0.021388857,0.001123298,0.6737854,0.2914968,0.000619462
103,4.0,0.0011114784,7.169889e-05,0.00054094516,5.0533814e-05,0.99492246,0.0032800422,2.2860331e-05
104,2.0,0.0068653184,0.0020270846,0.63537866,0.055951588,0.013320349,0.2860945,0.00036261883
105,5.0,2.7535405e-06,8.27197e-06,0.00049286766,5.9292506e-05,0.0013224711,0.9980895,2.4862255e-05
106,0.0,0.7406249,0.081344135,0.0982897,0.07156315,0.0009888223,0.0020658318,0.0051234527
107,5.0,6.79941e-05,4.467396e-06,0.00024356057,1.723328e-05,0.0076729218,0.99186957,0.00012416887
108,2.0,0.0002674762,0.00082080765,0.5343702,0.008097822,0.0066641015,0.4497409,3.8716895e-05
109,4.0,0.0063174167,2.8001436e-05,0.096795894,0.00010294066,0.8966375,0.00011518412,3.079325e-06
110,5.0,0.00032411455,1.5150621e-05,0.00045181887,2.3476932e-05,0.14231403,0.8564859,0.00038549435
111,6.0,0.002998164,0.01410987,0.008005706,0.009361987,0.018239042,0.25241733,0.69486785
112,1.0,0.18967833,0.6958455,0.023456724,0.042092238,0.029204683,0.0016331236,0.018089434
113,5.0,4.160727e-05,1.5931407e-06,0.00025280638,1.3552303e-05,0.0018254,0.9977983,6.68393e-05
114,5.0,0.0006898095,0.00080503436,0.0027141282,0.00062171585,0.106760025,0.8882907,0.000118637196
115,5.0,4.583211e-06,3.9753304e-06,0.00012534404,2.1561504e-05,3.307114e-05,0.9996941,0.00011740895
116,5.0,8.300875e-06,1.1290896e-06,0.0004244094,9.5728e-06,0.00057589967,0.998973,7.815148e-06
117,4.0,0.0013484062,2.9826577e-05,0.00042608814,1.365327e-05,0.99802303,0.00013028372,2.8632308e-05
118,5.0,2.1970982e-07,3.791912e-10,1.30988465e-05,2.9164755e-09,0.00024093145,0.99974376,2.02337e-06
119,4.0,8.217097e-06,4.3779676e-07,7.6224733e-06,7.9134327e-07,0.99997604,6.441689e-06,5.0150487e-07
120,5.0,1.3554646e-09,1.383104e-12,2.2137337e-08,4.3597088e-12,1.9756138e-05,0.9999802,4.7530808e-08
121,5.0,0.0006914143,0.0004990844,0.004156921,0.0005713596,0.0008128381,0.99260426,0.0006639891
122,4.0,0.018889336,0.0028244085,0.02980539,0.0023768586,0.94183457,0.0042199567,4.9437032e-05
123,5.0,2.1660839e-05,6.319483e-06,0.000100858815,8.831679e-05,4.8270955e-05,0.9996482,8.635662e-05
124,2.0,0.26075318,0.0294849,0.6311395,0.029029047,0.044613,0.003663722,0.0013166192
125,5.0,1.971716e-06,1.22431375e-05,0.0003028826,8.269917e-05,0.00025699552,0.99933356,9.588647e-06
126,6.0,0.0109396465,0.5227329,0.0045622755,0.028593862,0.006697725,0.27507228,0.15140127
127,4.0,0.1090509,0.026356576,0.3820818,0.059194136,0.38788974,0.02110484,0.014322035
128,2.0,0.002951076,2.5255156e-05,0.9291461,0.00015645052,0.065611854,0.0020895002,1.9688383e-05
129,4.0,3.1384334e-05,1.3328795e-06,0.0028273754,1.4849981e-05,0.99652314,0.00060070056,1.2221233e-06
130,1.0,0.31346962,0.2741014,0.37375343,0.031066976,0.0062805084,0.00028385242,0.0010441879
131,5.0,0.0001336049,0.0008075547,0.0021840753,0.002151173,2.3804196e-05,0.9946872,1.2624722e-05
132,6.0,0.002588466,0.0010792415,0.0038671803,0.00064190547,0.070207536,0.062322218,0.8592935
133,5.0,1.5533983e-06,1.830752e-08,6.2330524e-05,5.3866607e-08,0.000544163,0.9993749,1.7103239e-05
134,5.0,8.349359e-06,2.4687097e-07,0.00012288734,1.164051e-06,0.0049390844,0.99489117,3.7027996e-05
135,5.0,1.0121361e-06,1.4132175e-08,3.88844e-05,4.2951772e-08,7.4292584e-05,0.99987817,7.5836983e-06
136,5.0,0.020961467,0.001532908,0.0884924,0.0031696444,0.39229444,0.49208805,0.0014611327
137,5.0,7.1236443e-09,1.7598733e-12,1.9211423e-06,1.5939916e-11,0.0018846967,0.9981129,4.2735167e-07
138,5.0,8.985845e-07,5.4036295e-06,0.00039315544,4.1507337e-05,1.8022736e-05,0.999534,7.1018126e-06
139,1.0,0.14383018,0.73703486,0.010771377,0.052725837,0.00030657256,0.0025700973,0.05276106
140,4.0,0.00047531887,0.00016146227,0.0015790978,0.00032802133,0.9961597,0.0011875292,0.00010889459
141,5.0,5.7391706e-05,2.4295407e-05,0.00072161003,0.00031174967,0.0015874907,0.99707067,0.000226756
142,5.0,0.00060021493,0.0032254057,0.0028828045,0.010096326,0.0028038288,0.97823685,0.0021545123
143,1.0,0.40346986,0.2641714,0.021986457,0.013967607,0.24363576,0.024328284,0.028440693
144,5.0,7.832862e-08,9.7117976e-08,1.267977e-05,7.0630813e-07,2.881381e-06,0.99998236,1.2235352e-06
145,5.0,1.2326466e-05,3.835331e-06,0.001427655,9.217668e-06,0.00014332228,0.99835396,4.981266e-05
146,4.0,0.00014821852,2.9838588e-05,0.0024459113,5.280007e-05,0.99700147,0.00028303234,3.872681e-05
147,5.0,0.0076176487,0.0012339054,0.0003271459,0.012678934,0.0042450754,0.9729435,0.000953797
148,5.0,0.001159318,0.00014655215,0.0060627763,0.00059240154,0.011872843,0.98003334,0.00013275677
149,5.0,1.952977e-06,9.568394e-06,0.0001306607,2.2853714e-05,0.0005233047,0.9993067,4.952489e-06
150,4.0,0.0040038307,8.3730905e-05,0.00099531,8.963298e-05,0.99459285,0.00020796216,2.6678828e-05
151,4.0,0.009703258,0.0006243403,0.013724974,0.0019893867,0.9648699,0.008951416,0.00013671412
152,4.0,0.00050994626,1.7831884e-05,5.3493382e-05,5.4237803e-06,0.995452,0.0038590147,0.0001023357
153,4.0,1.674037e-05,3.345739e-07,4.1344714e-07,1.1568235e-07,0.99997044,1.0207325e-05,1.8640063e-06
154,4.0,7.651633e-07,4.3094048e-10,5.475867e-06,1.0769255e-09,0.99991894,7.201081e-05,2.9052226e-06
155,5.0,1.9615614e-05,1.2920053e-05,0.00012779442,0.00033502563,0.001010406,0.9984041,9.0051646e-05
156,5.0,1.3404517e-05,3.273247e-08,0.00017330785,1.8549302e-07,0.0075489995,0.992242,2.2116503e-05
157,5.0,3.843169e-05,2.369592e-05,6.434606e-05,0.00024087504,0.0007797079,0.998298,0.0005550362
158,5.0,3.8826645e-05,4.609817e-06,0.0004778178,1.7105724e-05,0.0015076154,0.99702007,0.0009339235
159,5.0,0.00055618276,0.00050376495,0.006490255,0.00042173066,0.069266126,0.92115724,0.001604553
160,5.0,7.710446e-09,7.3141415e-12,1.501935e-06,3.1214066e-11,3.556545e-05,0.9999628,1.6753052e-07
161,5.0,0.0025602554,2.2610004e-05,0.025964715,4.062011e-05,0.74492407,0.2211808,0.0053069913
162,5.0,4.0759625e-07,3.6817016e-10,6.171459e-05,2.0236117e-09,0.08271114,0.91708916,0.00013758842
163,5.0,6.194623e-05,3.1448526e-05,0.00073315983,0.00027580842,0.00059419853,0.9978294,0.00047410154
164,4.0,4.0230043e-05,2.2863898e-05,0.0006256639,7.832958e-05,0.99700886,0.002212873,1.1296107e-05
165,5.0,1.6320042e-06,1.5086773e-05,9.5127536e-05,8.5957705e-05,6.556709e-05,0.9997168,1.9729136e-05
166,5.0,1.064442e-05,6.233107e-06,5.905255e-06,0.00010514758,0.00031335696,0.99951863,4.0154693e-05
167,0.0,0.7818159,0.046578426,0.0025500695,0.12682462,0.0017607785,0.012422601,0.028047604
168,4.0,6.9642015e-06,4.10561e-07,1.9291925e-05,4.1107194e-07,0.9998671,0.00010587625,5.0333863e-08
169,5.0,4.070787e-05,0.00031394014,0.00081085763,0.000784795,0.0044029495,0.993604,4.274203e-05
170,5.0,1.16388355e-05,4.3690844e-07,4.286021e-05,6.185815e-06,0.00080261,0.9991078,2.8402368e-05
171,5.0,0.0004416141,4.7500514e-05,0.00035113716,0.00036047582,0.0039446973,0.9940963,0.00075824576
172,1.0,0.23310213,0.6913576,0.01266364,0.03718284,0.0019313457,0.0029700145,0.020792348
173,5.0,0.0002200254,0.00017063532,0.0003840421,0.00019565545,0.48327708,0.51554763,0.00020491866
174,2.0,0.00018408123,0.0003257475,0.010283529,0.0028552485,0.00097258587,0.98514026,0.00023858805
175,0.0,0.21693483,0.009441916,0.7396804,0.027064716,0.003058083,0.0035466955,0.00027336308
176,5.0,3.560451e-07,9.963758e-07,2.0038005e-05,3.7780073e-06,2.2814816e-06,0.99997234,1.5550468e-07
177,4.0,0.0005363829,4.2568045e-06,1.1555283e-05,2.0704247e-06,0.9994368,8.74063e-06,2.3200495e-07
178,5.0,0.001452693,0.00043934563,0.007112151,0.001026585,0.033530477,0.95484287,0.001595869
179,5.0,0.00031220398,4.697151e-05,0.0018710018,0.00017177417,0.0031596622,0.99401915,0.0004192778
180,5.0,0.0012823788,0.0024878974,0.00028226787,0.005068135,0.004510789,0.97123283,0.015135708
181,5.0,6.0948834e-05,2.3347962e-05,0.0015282622,0.00015217016,0.00073772325,0.9974674,3.0188668e-05
182,2.0,0.0008956278,0.0015554939,0.9624831,0.0070574647,0.0010000861,0.026871247,0.00013697096
183,4.0,8.143261e-06,1.3597045e-07,0.00024710965,2.222525e-06,0.9997092,3.3179018e-05,1.4814811e-08
184,5.0,0.0018640596,0.00019048643,0.0009693165,0.00015929555,0.97757757,0.018305,0.00093418953
185,2.0,0.026662761,0.00047840842,0.7576007,0.002111468,0.212895,0.00021371726,3.796609e-05
186,5.0,1.217662e-05,8.954072e-06,0.0022330447,5.453218e-05,0.041782,0.9558765,3.268293e-05
187,5.0,2.657384e-05,1.851648e-07,0.00021960835,5.327533e-07,0.0813989,0.91831887,3.5310804e-05
188,5.0,5.444176e-05,3.0025637e-06,0.00014778622,3.6453746e-06,0.0007917246,0.9988938,0.0001055512
189,5.0,0.00030416698,0.0006903419,0.0032184746,0.000995729,0.011880901,0.98282295,8.748346e-05
190,5.0,4.538384e-05,8.718984e-06,0.007471778,0.00012848685,0.008860865,0.98347485,9.978477e-06
191,5.0,9.5269506e-08,1.5798762e-09,7.3921933e-06,8.978119e-09,3.7535254e-05,0.9999536,1.2949668e-06
192,4.0,0.00012090843,5.611247e-07,0.00095298403,1.7786731e-06,0.99872404,0.000199017,6.294951e-07
193,2.0,0.06329234,0.02938236,0.73295766,0.10708581,0.013982013,0.0525987,0.0007010822
194,5.0,0.0007309718,0.000100835976,0.00086625974,0.000717689,0.013371726,0.983521,0.00069157674
195,5.0,2.406923e-06,8.266952e-09,1.1532106e-05,1.6350949e-08,0.0007404924,0.99924123,4.369928e-06
196,5.0,1.5212248e-06,2.1364883e-09,9.8210076e-05,1.7393734e-08,0.0020363193,0.9978484,1.5623045e-05
197,4.0,1.3714318e-05,1.8166354e-07,0.0022604386,1.4219357e-06,0.9976406,8.369954e-05,1.0516401e-08
198,5.0,0.0017067938,0.00015890508,0.074289516,0.00078740617,0.00487698,0.91762733,0.00055304624
199,5.0,0.00048745936,1.8797596e-06,0.0007813767,5.4744332e-06,0.7013674,0.2970673,0.0002891076
200,5.0,0.007622144,0.00036548,0.054371927,0.00039776374,0.17063423,0.7243838,0.04222477
201,0.0,0.91926444,0.051466133,0.011507501,0.01616838,0.00011288581,0.00020337822,0.0012772725
202,5.0,0.00011905068,7.4640425e-06,0.0036417956,3.0116775e-05,0.5826365,0.41352424,4.0834944e-05
203,5.0,1.9915453e-05,5.7657584e-08,0.000604387,1.8287129e-07,0.010652632,0.98858637,0.0001365294
204,5.0,3.597036e-05,1.0325206e-05,0.000221293,6.620524e-05,0.0027022068,0.99693227,3.169409e-05
205,5.0,0.00026124585,0.00035534578,0.0015075941,0.00023513098,0.004740572,0.9925321,0.0003681452
206,5.0,0.00016089513,9.804463e-07,0.004342361,4.0789564e-06,0.023226352,0.9672762,0.004989169
207,5.0,8.201544e-06,1.2958629e-05,0.0010491491,6.54119e-05,0.0010288209,0.99777585,5.962265e-05
208,5.0,0.009647409,0.0017494767,0.06272775,0.0017659335,0.25005215,0.64355516,0.030502021
209,5.0,1.3655747e-06,7.713219e-08,1.340232e-05,3.3711297e-07,0.0020964236,0.9978847,3.632431e-06
210,5.0,0.0159515,0.3119387,0.010453733,0.041605286,0.021074496,0.5050583,0.09391801
211,2.0,0.013140451,0.0005936245,0.9792625,0.0054765875,0.00079384993,0.0005717363,0.00016125255
212,5.0,1.3152016e-05,7.88785e-06,0.00062345876,3.69001e-05,7.3137635e-05,0.99924123,4.202282e-06
213,4.0,0.008749081,7.206027e-05,0.02064916,0.00012561987,0.9703321,6.789084e-05,4.093935e-06
214,5.0,1.0937467e-05,8.0417993e-07,0.0001603469,1.4500379e-05,0.00011814156,0.9996269,6.829441e-05
215,5.0,9.19499e-05,6.315021e-05,0.0004989161,0.0006147776,0.0028188946,0.9958192,9.3094386e-05
216,5.0,9.995881e-06,3.1459672e-06,9.072864e-05,1.1585631e-05,7.618464e-05,0.9997851,2.3321914e-05
217,4.0,0.0013329887,2.1130181e-05,0.0023829485,3.0578733e-05,0.9962274,1.3234063e-06,3.6857823e-06
218,5.0,8.622378e-05,7.2485454e-05,0.0039941194,0.00033529656,0.015994145,0.9793123,0.00020545664
219,2.0,0.013358221,0.00026630904,0.8382641,0.000509124,0.14743891,9.342561e-05,6.989185e-05
220,5.0,2.4899782e-05,7.134165e-06,1.2066128e-05,1.8554627e-05,0.014583819,0.98533547,1.8047916e-05
221,5.0,0.0009901864,0.0020842291,0.013677602,0.005038445,0.004628626,0.9732261,0.0003548992
222,0.0,0.8441314,0.020446524,0.066902034,0.051239453,0.014112118,0.0013401315,0.0018282912
223,5.0,0.0077401716,0.00095757085,0.0048622596,0.0008212979,0.25896403,0.7240343,0.0026204346
224,5.0,0.00021299583,3.4612112e-05,0.008405487,0.0005190641,0.012136098,0.97862625,6.550403e-05
225,1.0,0.05415882,0.62000203,0.0009123126,0.034556992,2.1753243e-05,0.0073108147,0.2830373
226,5.0,1.7142477e-07,4.912657e-10,5.286147e-06,2.0876472e-09,0.00017680864,0.9998134,4.3264836e-06
227,2.0,0.0022152544,2.9524852e-05,0.95120347,0.00011784222,0.046198145,0.00022436243,1.1456006e-05
228,5.0,2.2788349e-07,3.479593e-09,5.600013e-06,1.0119151e-08,1.2213986e-05,0.9999794,2.5695078e-06
229,6.0,0.0060586585,0.018516034,0.008699299,0.02008627,0.0004685009,0.044399083,0.90177214
230,5.0,2.4492234e-05,6.967001e-07,0.0017879743,1.4189145e-06,0.008577376,0.9868329,0.0027751501
231,5.0,1.4537526e-05,1.9180707e-06,0.0001030262,8.191658e-06,0.00032850626,0.9994894,5.440372e-05
232,5.0,0.00014804109,9.118908e-06,0.0009904332,4.9344795e-05,0.005111185,0.9936186,7.3267416e-05
233,5.0,0.0013014335,2.2596047e-05,0.0046208743,4.7684476e-05,0.18900576,0.8011866,0.0038150565
234,5.0,0.00022808735,0.0057154223,0.003033532,0.0064124926,0.0006132747,0.97943145,0.004565682
235,1.0,0.08756278,0.77922666,0.03805587,0.07284499,8.9282716e-05,0.001516747,0.020703705
236,5.0,1.1255412e-08,5.1582233e-10,3.7085485e-07,5.852005e-10,1.5637692e-05,0.9999838,2.1118262e-07
237,5.0,4.7739548e-05,5.165552e-06,0.0004962961,8.187558e-06,0.0010283298,0.9982216,0.00019275787
238,5.0,0.00022776026,2.2052733e-05,0.0007323968,7.906076e-05,0.0037555937,0.99505275,0.00013037302
239,5.0,0.00016631279,4.1811167e-05,0.0013732085,9.526434e-05,0.4965792,0.49870202,0.003042245
240,2.0,0.00013969027,3.9771345e-05,0.983414,0.0013943047,0.0005736987,0.014437126,1.3794188e-06
241,2.0,0.008043734,0.00024554884,0.9452777,0.0017639297,0.041110516,0.0035495441,8.9772375e-06
242,4.0,7.04301e-05,1.212404e-06,0.00012250611,1.0851918e-06,0.9980034,0.0017528144,4.858094e-05
243,5.0,1.527296e-06,4.3607643e-06,1.0563054e-05,6.3598236e-05,2.9955336e-05,0.9997539,0.00013602382
244,4.0,6.89095e-05,1.9289505e-06,0.00032793536,4.316964e-06,0.9986511,0.00082126376,0.0001245366
245,5.0,0.00038910715,0.00014861675,0.03452636,0.00020624677,0.024195153,0.9325699,0.007964602
246,2.0,0.051199622,0.00638024,0.88630724,0.030143332,0.0054700538,0.020201616,0.00029798862
