id,true_0,score_0,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10
42,4.0,5.8408885e-05,5.6149096e-05,7.482546e-05,6.6890476e-05,0.98840195,0.010303848,1.3107301e-06,0.00065178156,1.7300856e-05,0.00032286346,4.4617005e-05
43,8.0,0.00011035339,8.0507584e-07,1.6001183e-06,4.03036e-05,9.6681415e-06,2.6545626e-07,0.0001383871,0.2293399,0.7703233,2.3417733e-06,3.298273e-05
44,9.0,1.5465669e-06,2.2061951e-05,3.594407e-05,1.9448385e-06,3.1886875e-06,8.2082615e-06,7.839922e-07,1.0300514e-07,2.1637359e-07,0.9999187,7.28168e-06
45,4.0,8.8996944e-07,2.5925614e-05,2.3138635e-05,0.006711433,0.88324857,0.09747027,3.339704e-05,1.2062442e-05,7.733808e-06,0.0122000165,0.0002666462
46,8.0,7.176982e-07,2.0002982e-08,2.1456424e-08,1.9591589e-05,7.87481e-08,1.2478184e-09,7.0724275e-07,0.00037124823,0.9995882,1.1038587e-08,1.9398532e-05
47,1.0,0.000104376806,0.89827454,0.101578526,1.0466123e-05,9.896173e-07,3.711927e-06,1.0826182e-07,1.6100781e-05,3.700288e-06,6.980277e-06,4.6086083e-07
48,8.0,1.387015e-05,8.6240846e-07,1.4740617e-06,4.989729e-05,4.717056e-06,5.4449366e-08,3.3392937e-06,0.0035737867,0.9961427,6.283287e-07,0.00020875216
49,10.0,1.7284323e-05,1.1497211e-06,3.789775e-06,2.5491423e-05,1.3115842e-05,2.933723e-07,0.0027362304,1.3676957e-06,8.846298e-06,0.0021269277,0.9950655
50,3.0,2.7043262e-07,0.00040490224,0.00025617544,0.9981958,2.518574e-06,2.0089277e-05,5.0955505e-06,7.3620413e-06,1.0495791e-05,0.0010955719,1.70994e-06
51,5.0,3.630494e-06,0.00017940483,3.3077897e-05,4.8625384e-07,8.650534e-05,0.9996799,9.0035975e-08,1.1532384e-05,2.442847e-07,2.7470094e-07,4.767777e-06
52,8.0,4.1110474e-05,5.0929e-07,8.4729083e-07,0.0006591051,4.7841972e-06,9.8560356e-08,0.00012591411,0.0037429105,0.99530977,1.9546403e-06,0.0001131094
53,9.0,0.00010662409,5.5367273e-06,1.1772684e-05,2.149346e-07,4.2717975e-06,1.4411351e-05,5.606078e-05,6.782715e-07,1.0311776e-06,0.9960253,0.0037739996
54,10.0,4.461649e-08,5.478065e-10,8.860597e-09,2.0559346e-08,9.740701e-07,2.520072e-10,5.2061157e-05,9.509115e-09,1.0709658e-07,9.275206e-05,0.9998541
55,6.0,5.4540507e-08,5.2973615e-11,5.462308e-11,2.2587415e-06,1.1370778e-10,2.444388e-10,0.99999726,7.39583e-08,8.539458e-09,9.631512e-08,2.1924637e-07
56,10.0,0.0005478864,7.4488715e-05,0.00011914983,0.011834551,0.010852597,0.0071355714,0.0019974643,0.0014663571,0.00023517315,4.1199586e-05,0.9656957
57,3.0,1.038925e-05,9.7725904e-05,6.198392e-05,0.9982822,8.609144e-05,0.0006220984,0.00031676903,0.00024174871,5.1499497e-05,0.00013975687,8.986668e-05
58,4.0,4.5549804e-09,1.047641e-08,3.621719e-08,8.4279804e-08,0.99993706,5.942169e-05,2.7250927e-11,8.9599395e-09,4.484952e-09,1.07359845e-08,3.452002e-06
59,0.0,0.9999999,6.2523133e-09,2.0659996e-08,5.6391346e-11,1.2361372e-09,1.442219e-10,3.3063984e-08,2.9674396e-08,3.9550128e-09,1.4685345e-09,2.6755202e-08
60,9.0,2.1929409e-05,1.5905833e-06,3.868084e-06,3.2535868e-06,5.1037947e-05,1.9938562e-07,2.8135073e-05,4.0670668e-07,6.923356e-07,0.99925655,0.00063229405
61,6.0,7.9641404e-07,2.1503979e-08,6.585267e-09,5.9203383e-05,1.6575836e-08,2.3055655e-07,0.99993277,3.26942e-06,1.2322856e-07,2.6904902e-06,7.822698e-07
62,8.0,1.7037164e-06,2.5507472e-07,2.7632097e-07,0.0009275436,3.627508e-07,2.657453e-08,4.3764947e-05,0.00041455723,0.9985886,3.2003976e-07,2.2649505e-05
63,8.0,3.556325e-07,1.1854241e-07,3.108853e-07,7.029092e-05,8.471755e-08,1.0454608e-09,1.2699056e-07,6.0847902e-05,0.9998628,6.684781e-08,4.976191e-06
64,10.0,6.2543804e-05,6.275581e-06,7.907102e-06,0.009190298,9.784373e-06,1.0799898e-05,0.08236457,0.00016015655,0.00023298599,1.4289594e-05,0.90794045
65,10.0,3.6812966e-05,3.641041e-08,5.1584783e-07,1.6530183e-07,5.0534152e-05,9.684109e-07,0.000114758106,5.0199594e-07,7.0883704e-07,3.69925e-06,0.9997913
66,0.0,0.9999715,9.434109e-07,8.154514e-06,3.4977246e-09,1.1574206e-05,9.67329e-07,6.202337e-08,9.5096976e-07,9.74974e-08,2.4265551e-08,5.720508e-06
67,9.0,2.4327743e-08,1.0315387e-08,1.28130235e-08,2.8973457e-08,8.856033e-08,3.3104637e-08,2.0520508e-06,2.4547686e-09,5.763783e-09,0.9999964,1.4482868e-06
68,1.0,0.005929329,0.91091955,0.06965129,0.00035341966,3.9361064e-05,0.0018865054,2.8879786e-05,9.563849e-05,3.653645e-05,0.01104179,1.7752525e-05
69,9.0,1.3674842e-09,1.2541378e-08,4.6028594e-09,1.1142524e-07,2.7067023e-07,9.622028e-07,1.2747388e-07,1.4627404e-09,4.0040637e-09,0.99999857,7.136885e-09
70,6.0,1.780218e-06,1.2388838e-08,9.569482e-09,9.02944e-06,1.0377791e-08,7.614747e-08,0.9999701,1.033377e-05,2.7705034e-06,2.8038617e-06,3.0509593e-06
71,9.0,2.7882388e-07,1.1059315e-06,1.0161323e-06,1.3538008e-05,2.6257293e-08,4.8980848e-08,1.266907e-05,4.5500254e-08,1.853906e-07,0.9999697,1.416302e-06
72,6.0,7.2018466e-08,1.5309229e-10,4.2511467e-11,4.561046e-07,1.4477211e-11,7.428722e-10,0.9999993,3.1883847e-08,4.7978923e-09,9.454397e-08,1.1741903e-08
73,9.0,4.390023e-05,1.6920882e-05,6.528118e-06,1.7806011e-06,8.1886606e-07,2.9593073e-06,9.7693766e-05,2.799835e-07,1.995812e-07,0.9998276,1.2891751e-06
74,8.0,1.83175e-06,6.142323e-08,1.2276604e-07,3.0326994e-05,2.1887878e-07,2.0946636e-09,2.547162e-06,0.0034159624,0.9965371,1.0399077e-07,1.1824416e-05
75,0.0,0.9967878,0.00041564894,0.0027752842,8.6814296e-08,1.1342785e-06,5.5665264e-06,1.7742474e-07,2.7567398e-06,5.8489417e-07,5.6053636e-07,1.0450115e-05
76,8.0,1.6977093e-06,5.7728357e-08,8.991148e-08,0.00025795694,2.6551066e-07,6.3280505e-09,1.4525301e-05,2.9346587e-05,0.9995741,1.157763e-07,0.00012185755
77,5.0,1.4914523e-05,0.00014495666,2.276897e-05,0.00073469605,0.0004441085,0.9976941,6.003117e-05,1.5378397e-05,1.7234971e-06,0.00086636323,9.569726e-07
78,4.0,4.3063355e-06,3.9406356e-08,1.6129965e-06,8.92994e-08,0.9716105,2.9830876e-08,9.5573206e-08,2.768331e-07,2.8162117e-07,0.0002849239,0.028097752
79,1.0,0.0002054511,0.8736636,0.12609722,5.036435e-06,4.6699523e-07,3.105356e-06,5.423161e-08,1.536046e-05,5.7674993e-06,3.5497985e-06,3.694659e-07
80,6.0,1.5295204e-07,9.472888e-11,2.3647126e-11,1.1877637e-07,8.388877e-12,4.2656323e-10,0.99999964,5.764827e-08,6.088867e-09,4.406771e-08,2.876457e-09
81,9.0,0.000995238,0.0006312849,0.00069519336,2.1594235e-05,0.00047166512,9.4079616e-05,4.8596718e-05,7.1268455e-06,6.2635727e-06,0.99685574,0.00017310261
82,6.0,2.6854698e-06,1.3163601e-08,1.8192868e-08,1.1129613e-05,6.0995804e-09,4.9805003e-08,0.99995697,2.290696e-05,2.000975e-06,1.1455774e-06,3.0746191e-06
83,2.0,5.2422733e-05,0.6458705,0.35400808,9.929135e-06,2.6403718e-06,2.9015924e-05,4.3124658e-08,3.4251689e-06,3.5551036e-06,1.2832673e-05,7.538999e-06
84,3.0,3.3011865e-08,1.4564478e-07,1.5168148e-07,0.9999559,1.0561334e-06,4.301578e-08,8.179505e-06,3.5776492e-07,3.2489024e-05,1.5569007e-06,1.0587944e-07
85,8.0,0.00012599929,3.8886108e-05,4.9305105e-05,0.031069368,4.3838943e-05,4.7288295e-06,0.00017861597,0.058880184,0.9093783,2.8323317e-05,0.00020252605
86,9.0,1.5448855e-05,2.7438398e-07,3.5668867e-07,1.228327e-07,4.6673085e-07,1.1337186e-06,0.00036026907,1.19031974e-07,1.4175286e-07,0.99944955,0.00017214182
87,6.0,6.603888e-08,9.813959e-11,3.3885422e-11,3.6482103e-08,1.5365396e-11,5.201798e-10,0.99999976,1.0301088e-08,1.6202696e-09,2.6774648e-08,3.7585766e-09
88,6.0,8.487843e-06,2.480479e-07,1.6804215e-07,6.7033456e-05,6.640247e-07,7.995681e-06,0.99986696,7.0110414e-06,3.7869409e-06,1.1842653e-05,2.5653175e-05
89,10.0,2.4108006e-06,4.1144443e-08,1.1982219e-07,5.1718537e-08,3.84086e-06,7.124057e-07,0.00013972312,3.7114467e-07,2.442504e-07,4.1930025e-06,0.99984837
90,7.0,2.666578e-06,1.9891388e-07,2.1679219e-07,1.9518193e-05,5.0899157e-06,1.5304364e-07,2.310984e-06,0.99994123,2.1875961e-05,4.645488e-08,6.6454695e-06
91,9.0,6.765148e-08,2.640389e-06,5.3800096e-07,2.232189e-07,1.0774939e-07,1.3024965e-05,6.9119997e-06,1.9229105e-08,3.6779227e-08,0.9999764,2.8727074e-08
92,5.0,7.489148e-09,1.1308458e-06,1.2179382e-07,1.8355265e-06,0.0003000969,0.99969614,5.1959507e-08,8.48815e-08,1.88836e-08,5.285797e-07,2.3707761e-08
93,10.0,2.8681623e-07,3.6496963e-09,1.5044614e-08,1.8763518e-07,3.0227673e-06,8.015462e-08,0.00016573259,2.8868806e-07,5.688349e-07,6.900685e-08,0.99982965
94,6.0,4.869391e-09,1.070742e-11,2.354644e-12,4.8294357e-08,7.7137325e-13,4.6687165e-11,1.0,4.107076e-09,2.8182234e-10,5.445702e-10,1.1542331e-08
95,0.0,0.99851364,1.7448062e-06,7.4413797e-06,3.166073e-07,5.03949e-06,5.0192257e-06,0.0012577579,6.890466e-06,1.367185e-06,6.7181504e-06,0.0001941561
96,6.0,4.6083015e-10,1.55576e-13,9.902395e-14,1.2031107e-10,2.3201723e-13,2.4915198e-12,1.0,3.134591e-10,5.3935082e-11,3.7036546e-12,8.662517e-09
97,6.0,8.803863e-09,2.1992713e-10,5.5759335e-11,4.9886444e-07,2.1309147e-11,4.0594417e-09,0.9999995,1.16084955e-08,1.754266e-09,2.5751168e-09,2.0652305e-08
98,6.0,5.6936633e-09,2.724067e-12,1.7503798e-12,2.4730766e-09,2.3661776e-12,2.6798412e-11,0.99999964,9.016867e-10,8.221108e-10,1.9078689e-10,3.388872e-07
99,5.0,4.11347e-06,0.020857995,0.002547857,3.377966e-05,7.522148e-05,0.97622097,1.4882131e-07,4.0215514e-06,1.5209755e-06,0.00024375178,1.0649534e-05
100,10.0,1.1410699e-07,1.0921953e-09,8.616973e-09,2.0071743e-08,1.3282183e-06,3.7043452e-10,1.740563e-05,1.948558e-08,7.664318e-08,1.4830524e-06,0.9999795
101,6.0,1.418385e-07,7.1291834e-10,3.1094521e-10,1.1938346e-06,5.940666e-11,1.991273e-09,0.9999951,6.244445e-08,1.37309675e-08,3.5021885e-06,3.2000628e-08
102,5.0,5.1450177e-09,8.2182545e-08,1.4148117e-08,2.1553079e-07,2.0646528e-05,0.9999776,1.5862195e-08,2.3665816e-08,3.4566596e-09,1.3469288e-06,1.527974e-08
103,1.0,0.00014116333,0.9025919,0.093910344,0.0004630192,9.453033e-06,0.00043314035,7.8951125e-06,3.0966232e-05,1.650748e-05,0.0023839867,1.14849545e-05
104,10.0,4.0659615e-06,3.3050152e-09,3.50193e-08,2.2924348e-07,9.800995e-07,1.7865439e-09,0.0029646559,4.8615476e-07,1.1254247e-06,1.5029525e-05,0.99701333
105,6.0,8.767085e-09,7.995294e-12,5.056968e-12,2.7017235e-09,1.6729002e-11,4.0773492e-11,0.9999999,1.9302675e-09,6.4434147e-10,2.0129804e-09,1.46202e-07
106,1.0,0.00011663694,0.95783776,0.04123266,0.000104311555,6.6529224e-06,0.00047352753,1.8941649e-06,4.551258e-05,1.632146e-05,0.000153034,1.17480395e-05
107,6.0,6.5170625e-06,5.288823e-08,3.1802237e-08,6.7917285e-06,3.1633697e-08,3.9862877e-07,0.99995804,2.8101965e-06,9.2461227e-07,1.8289855e-06,2.2446491e-05
108,7.0,6.440206e-05,6.1228734e-06,5.420516e-06,9.380065e-05,1.4035286e-05,1.4664566e-05,2.9860742e-06,0.99960715,0.00018749604,1.3184962e-06,2.612224e-06
109,6.0,6.946234e-07,1.4071108e-08,6.7368044e-09,2.1474414e-05,2.0117563e-08,1.9637235e-07,0.9999708,1.8334455e-07,9.257644e-08,5.169523e-06,1.2971768e-06
110,0.0,0.98640037,0.0036647029,0.009816826,2.4439785e-07,3.0709576e-05,6.115185e-05,1.4342494e-07,1.8059463e-05,1.5767666e-06,7.98783e-07,5.5277105e-06
111,1.0,8.4778345e-05,0.8815327,0.11826393,5.6702458e-05,2.9626747e-06,1.1743068e-05,3.700457e-07,4.4945664e-06,3.984974e-06,3.3727832e-05,4.6289542e-06
112,9.0,1.5388378e-09,1.0584729e-08,1.097353e-08,4.4691138e-08,8.00697e-08,2.0290936e-09,4.838148e-08,3.4231948e-10,1.533122e-09,0.9999999,4.192884e-09
113,8.0,7.027001e-09,2.6953154e-10,7.821454e-10,6.306531e-07,9.185355e-10,5.5149587e-12,1.3501333e-08,4.6371156e-07,0.99999845,3.8272735e-10,4.865898e-07
114,9.0,1.4388045e-05,2.7199494e-05,0.0001093203,8.86114e-06,6.7747915e-06,9.354825e-07,9.376565e-07,5.4594847e-07,1.7058051e-06,0.9985322,0.0012971272
115,6.0,5.2355563e-06,2.1557317e-07,1.3174342e-07,0.00021473631,2.271794e-07,3.40171e-07,0.9995696,2.1711119e-06,3.5147028e-07,0.00020216676,4.7808007e-06
116,5.0,1.1303132e-05,2.0871234e-06,9.2082985e-07,1.1461984e-07,0.0002654932,0.99969554,2.6291234e-06,2.3658897e-06,1.5158675e-07,1.8423106e-06,1.7513277e-05
117,9.0,6.0277853e-06,7.639856e-05,2.2920638e-05,0.00020577645,3.0008887e-05,0.0013438314,0.00085169316,2.4522983e-06,4.4302433e-06,0.9974482,8.165648e-06
118,6.0,3.333025e-07,5.916701e-10,4.206643e-10,1.04220035e-07,2.869449e-09,1.2852671e-08,0.9999902,2.909052e-07,2.2204924e-08,1.7270237e-08,8.885055e-06
119,10.0,5.0877677e-08,5.3682675e-10,3.1221896e-09,9.833334e-09,3.9109022e-08,9.457216e-10,2.7512021e-06,1.4492312e-08,5.0643383e-08,1.3103501e-07,0.999997
120,1.0,0.01901544,0.7890767,0.18222965,0.00015402984,0.00040971301,0.006379068,2.2320226e-05,0.00017609406,5.173484e-05,0.0024651121,2.0229729e-05
121,6.0,1.8343582e-07,1.5225223e-09,7.78957e-10,8.7362065e-07,7.331511e-10,1.2629145e-08,0.99999535,2.584724e-07,4.4425686e-08,2.5529875e-08,3.2132348e-06
122,8.0,3.4219192e-06,1.2190753e-07,2.8045568e-07,4.5480097e-05,1.0695833e-06,2.0978643e-08,1.8078186e-06,0.00019746239,0.9997168,6.3450597e-07,3.279744e-05
123,6.0,2.5399366e-10,3.0310775e-13,8.1125245e-14,5.068339e-10,9.109173e-15,1.0298849e-12,1.0,2.3684464e-11,2.5478137e-12,3.6919977e-11,5.975583e-11
124,9.0,0.00063203846,4.1720164e-06,3.6718297e-06,5.0958915e-06,2.4151595e-05,0.0003860725,0.024607487,7.6003103e-06,3.2041146e-06,0.9730496,0.0012769634
125,0.0,0.9999956,1.639875e-07,1.2403459e-06,9.422363e-10,1.119933e-08,2.1165924e-06,4.167492e-07,1.8840477e-07,1.7152477e-08,2.3006068e-08,2.1482197e-07
126,6.0,1.3711444e-07,1.4180235e-10,1.02712325e-10,3.3303905e-08,2.3404432e-09,8.834426e-09,0.9999974,2.3457849e-08,3.9979233e-09,1.9891897e-09,2.4181443e-06
127,7.0,0.0002865998,7.546532e-05,2.8503886e-05,0.00013708891,0.00016142947,0.00073355547,0.00021455612,0.99817944,3.9002352e-05,0.00013731408,7.0480114e-06
128,6.0,9.712177e-07,5.050041e-09,1.2656796e-09,3.323908e-06,1.5066964e-10,5.802681e-09,0.9999838,1.16260445e-07,8.86325e-09,1.1790909e-05,8.818783e-09
129,6.0,1.13813876e-07,7.490155e-11,4.037908e-11,1.0166658e-08,5.5937758e-11,5.3249305e-10,0.9999995,6.3153545e-09,2.154831e-09,6.038868e-09,3.26237e-07
130,1.0,0.00010660968,0.92138845,0.07819386,1.6673237e-05,9.895249e-07,3.1137053e-05,1.7775118e-06,1.1669459e-05,6.118469e-06,0.00024141422,1.3057146e-06
131,4.0,0.0002214542,6.526058e-05,0.00011727542,0.0011619615,0.87682414,0.08620854,0.00065719674,9.529115e-05,2.7490527e-05,0.007186351,0.027435008
132,8.0,3.2604337e-08,8.544564e-10,1.6018125e-09,1.6727276e-05,1.3106245e-09,1.0846956e-11,7.660201e-07,1.6229185e-05,0.9999604,6.100424e-10,5.911815e-06
133,3.0,3.2259695e-08,1.595656e-07,3.4451336e-08,0.99873966,1.5932671e-09,2.4445548e-08,0.0012588965,5.236287e-07,1.2303177e-07,6.113142e-07,9.7465875e-09
134,5.0,9.621185e-08,1.524139e-06,3.5021478e-07,1.462662e-07,0.00038649407,0.9996055,2.3697213e-07,3.4718695e-07,3.8589576e-08,1.9363426e-06,3.439686e-06
135,5.0,2.659289e-10,1.9203032e-08,5.7908136e-09,7.48069e-09,9.092553e-06,0.9999908,6.7952416e-10,5.1051434e-09,6.289032e-10,2.63747e-08,4.0504986e-08
136,9.0,4.6652374e-08,6.2608405e-07,1.619213e-07,9.106723e-07,1.0893142e-09,2.6188534e-06,6.722489e-05,1.2170207e-08,3.490997e-08,0.99992824,1.2791548e-07
137,4.0,6.711081e-07,1.548067e-07,3.2609492e-07,5.083764e-07,0.9929154,0.0044425344,3.6530187e-06,1.3372455e-06,3.2866848e-07,0.0015824392,0.0010526901
138,6.0,1.015181e-07,8.6938007e-10,3.9305048e-10,1.1201854e-06,6.278171e-11,2.3431572e-09,0.99999857,4.4081194e-08,5.8350444e-08,5.4497733e-08,1.6710263e-07
139,1.0,1.4018021e-05,0.84012735,0.15974708,2.146098e-05,2.101961e-07,7.348521e-06,2.577148e-07,4.0332493e-06,2.7983072e-06,7.467987e-05,6.7041043e-07
140,4.0,1.0747395e-09,2.5607434e-09,4.183204e-09,1.1742032e-07,0.9998497,0.00015013013,5.2605063e-11,4.8322453e-09,1.4509447e-09,9.130914e-09,4.961223e-08
141,6.0,1.6962484e-07,9.866229e-10,2.1448812e-10,1.3722732e-07,1.9337586e-10,7.0406365e-09,0.99999917,1.1154709e-08,1.0795375e-09,5.166197e-07,3.797184e-08
142,9.0,6.31633e-06,1.4284499e-06,1.9073436e-06,2.8236577e-06,0.00022252902,6.0716848e-06,0.00016645732,1.1560738e-06,8.5229874e-07,0.9989999,0.0005906577
143,4.0,0.00012523792,1.8399564e-06,2.401997e-06,3.0688557e-07,0.9977851,0.001834226,5.502189e-07,2.5645944e-05,8.7642354e-07,1.2626579e-06,0.00022259571
144,0.0,0.99986565,4.4127308e-05,4.3978922e-05,3.5763694e-08,8.4869735e-06,2.769476e-05,4.609263e-07,5.344909e-06,3.519172e-07,3.1989043e-06,6.1528414e-07
