id,true_0,score_0,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10
23,9.0,0.00015909526,0.000111680616,6.117038e-05,0.0004686469,0.008026069,0.029200794,0.01159757,0.00019384071,7.200163e-05,0.94656837,0.0035408235
24,5.0,1.5097673e-06,5.5801684e-06,2.757354e-06,7.670976e-06,0.11968735,0.8802182,6.9177645e-07,1.8154655e-06,1.0260178e-06,6.843845e-05,5.091258e-06
25,6.0,0.000552668,1.759549e-05,4.5954885e-06,0.00013169751,0.00018048479,0.00013944828,0.99635065,0.00067495025,4.901808e-05,0.0004769083,0.0014220225
26,9.0,0.0015476953,0.0005318121,0.00034161189,0.0065752817,0.002624664,0.0025958563,0.0076919617,0.0004894127,0.00022396637,0.972242,0.005135751
27,10.0,0.00071609515,0.00080860395,0.00092913845,0.00013540605,0.18097937,0.06541768,0.00042601215,0.00018418561,6.624545e-05,0.019153506,0.73118377
28,7.0,0.0015277992,0.00045804805,0.0003270514,0.0021213496,0.008287803,0.00078794063,0.00013689828,0.66410387,0.31593853,0.00038970623,0.0059210435
29,3.0,0.00023153533,0.0003040275,0.00043866344,0.97632194,0.00014904432,1.749988e-05,7.131862e-05,0.0007904984,0.019306408,0.00017832742,0.0021907003
30,1.0,0.00032004985,0.6333813,0.36457217,2.0163176e-05,0.0001448192,0.00095039903,3.6801307e-06,2.7702537e-05,1.1051787e-05,0.00046246406,0.000106251005
31,6.0,0.00047030093,2.4635568e-05,8.304452e-06,8.724619e-05,0.00038043497,0.0015753778,0.9926611,0.0028762373,0.000120675504,0.0003062143,0.0014894091
32,3.0,0.005662148,0.005652614,0.0027795134,0.8073171,0.0037879816,0.005963439,0.0069960677,0.00066402863,0.0013456529,0.15247342,0.0073581147
33,8.0,7.450792e-06,1.4125649e-06,1.4075329e-06,0.00012696188,3.8402654e-06,9.305389e-07,6.203628e-07,0.00016695305,0.9996861,2.3522787e-06,1.8822319e-06
34,6.0,0.00056876417,6.948373e-05,2.615307e-05,0.007599496,0.00029031213,0.0006348175,0.98085487,0.00043794388,0.00039835752,0.0010263992,0.008093368
35,2.0,4.086154e-05,0.5987848,0.40107456,4.3643355e-05,1.4914108e-06,5.3839613e-06,2.2541935e-06,4.849118e-06,2.5361742e-06,2.9172921e-05,1.0475143e-05
36,6.0,2.6396494e-06,2.9411703e-07,7.4273636e-08,4.2397487e-06,1.7327744e-06,3.9342176e-06,0.999316,1.8723535e-05,5.5220573e-07,2.2919394e-06,0.00064967555
37,7.0,3.076069e-06,1.6461448e-06,7.533416e-07,6.948794e-06,3.8679944e-05,2.4490286e-05,1.8165598e-05,0.9997085,0.00018341477,1.491438e-07,1.4217795e-05
38,6.0,4.756803e-05,8.3666655e-06,2.3626287e-06,0.00094613817,6.8173744e-05,0.00017494538,0.9968412,4.913776e-05,1.0367162e-05,1.3887786e-06,0.001850366
39,6.0,1.7554305e-05,3.6069625e-07,9.576833e-08,1.2946029e-05,1.818748e-06,2.5312704e-06,0.99938715,1.323187e-05,2.2448753e-06,1.390952e-06,0.0005606201
40,5.0,1.8393242e-05,1.8173772e-05,1.6258846e-05,2.3809944e-06,0.040194027,0.9566085,1.8783028e-05,1.3964499e-05,5.488823e-06,0.0029297783,0.00017431645
41,8.0,3.7738205e-06,2.1523846e-07,1.6643875e-07,4.3370535e-05,2.6389469e-06,7.142277e-07,1.9173972e-06,0.0018795148,0.9980653,3.4118136e-07,2.0429575e-06
42,10.0,0.007746024,0.00026676978,0.00034768347,4.258258e-05,0.15399054,0.014379066,0.0009268134,0.00083626073,9.495683e-05,0.025201127,0.79616827
43,10.0,0.00029234937,7.272198e-05,8.024334e-05,0.0074771275,0.0035121546,0.0004681803,0.009395978,0.00027137276,0.00022345282,0.00030435438,0.9779022
44,6.0,0.004819731,0.00035663327,0.00021029245,0.05078579,0.00047979906,0.00084479875,0.888658,0.0018119564,0.0021245207,0.019424217,0.030484362
45,3.0,0.0013912738,0.0009813069,0.0006945126,0.9908284,0.0008443396,0.00033902825,0.00054292416,0.00012955487,0.00041137837,0.00097026484,0.0028669515
46,8.0,1.24905655e-05,1.7148121e-06,1.2040175e-06,0.0001185913,6.3727525e-06,3.7505124e-06,4.5880947e-06,0.00042401187,0.9994165,5.835999e-06,5.068305e-06
47,0.0,0.9890348,0.0010061468,0.0025306323,0.00022926263,0.00081708306,0.0021055203,0.0001087153,0.0004069655,0.00025582925,0.00045018952,0.0030548228
48,0.0,0.99078393,0.0011559528,0.003203332,0.0001520059,9.117471e-05,0.00039780015,0.00014886651,6.060862e-05,6.651211e-05,0.0026672017,0.0012726826
49,8.0,0.00082251,0.00019997498,0.00017884233,0.004767883,0.00044230398,0.0002506491,7.6923825e-05,0.01967479,0.97259945,0.00045005378,0.0005365375
50,4.0,0.0033162285,0.02583261,0.01772881,0.004092323,0.30305803,0.63835114,0.00030984878,0.0005632034,0.00019330104,0.0009374866,0.0056170397
51,2.0,5.024239e-05,0.61056155,0.38924858,4.035627e-05,9.310995e-06,3.0011171e-05,1.6869737e-06,1.0941786e-05,3.1693232e-06,1.7115253e-05,2.703834e-05
52,6.0,0.0006171208,0.00024136972,6.9901245e-05,0.0011322437,0.00020690465,0.0014482922,0.9838216,0.00016867172,7.103691e-05,0.011593644,0.0006292324
53,6.0,1.2441049e-06,3.698944e-08,7.812073e-09,7.787477e-06,5.074116e-08,1.912907e-07,0.99998415,3.8413627e-06,1.7152005e-06,2.3733179e-07,8.239289e-07
54,0.0,0.9982352,7.971393e-05,0.00011767267,5.5041884e-05,1.1862562e-05,2.6172624e-05,0.00086074794,2.311998e-05,3.546249e-05,0.0004297645,0.00012515063
55,0.0,0.99467933,0.0005014074,0.0017753326,0.00013874186,0.00010479688,0.0004043514,8.4521394e-05,6.1177634e-05,6.11346e-05,0.000337701,0.0018514524
56,9.0,0.0002531607,0.00080772577,0.0007294307,1.32472505e-05,0.0005000259,0.0024873584,7.5349662e-06,6.8621957e-06,9.595385e-06,0.9949122,0.00027289402
57,6.0,0.00013218117,1.0697371e-05,3.219112e-06,0.000115693685,2.060207e-05,5.5448272e-05,0.9977654,2.558583e-05,8.750561e-06,0.0016296671,0.00023271772
58,3.0,1.4235091e-05,1.0076532e-05,5.759703e-06,0.9997589,3.728922e-06,1.943009e-06,2.7139367e-05,2.3928087e-06,0.00015773643,7.577755e-06,1.0533341e-05
59,1.0,7.387026e-05,0.6094411,0.3901031,0.00013537568,1.259047e-05,4.367995e-05,4.8462416e-06,1.8940125e-05,6.3187617e-06,0.00012009083,4.016697e-05
60,3.0,6.7155604e-05,6.9493224e-05,2.033886e-05,0.9850284,1.4995084e-06,1.3106595e-05,0.013844308,5.3102114e-05,0.00060253777,0.00027827578,2.1876524e-05
61,1.0,0.0003374871,0.57683355,0.4202669,0.00022411314,8.126301e-06,5.175764e-05,1.1946984e-05,1.5868853e-05,1.929541e-05,0.0022076962,2.3276683e-05
62,4.0,0.005775344,0.0007172409,0.0009891178,7.4320706e-05,0.70681953,0.17585826,0.00011665314,0.00036256138,9.1579386e-05,0.08223457,0.026960777
63,6.0,0.0020936618,5.2294017e-05,2.1749407e-05,0.0002645033,0.0012029062,0.0013123916,0.98980004,0.001400936,0.00013473684,0.0006751809,0.0030415554
64,7.0,0.0011193492,0.00069529744,0.00046315955,0.0020567444,0.004652957,0.007374611,0.001921178,0.9556572,0.01813711,0.0006173373,0.0073050093
65,9.0,0.0006096382,8.037054e-05,7.386689e-05,6.92842e-05,0.08073103,0.010331319,0.00010723817,8.8094945e-05,3.65691e-05,0.8891307,0.018741908
66,6.0,5.6764696e-07,3.0923132e-08,6.4343326e-09,1.5100861e-06,1.835699e-07,6.613683e-07,0.99975425,3.7395185e-07,1.0549105e-07,3.075749e-08,0.000242256
67,6.0,0.0026016666,0.00032653348,0.00012189389,0.0066174353,0.00018702261,0.0004512481,0.970829,0.0007705922,0.0003908935,0.016758319,0.0009453855
68,0.0,0.98292094,0.00039141555,0.00077782624,6.870157e-05,0.00094316085,0.0037307432,0.00023189235,0.00014679933,0.00017034444,0.009900087,0.00071809464
69,6.0,8.157382e-07,3.0339468e-08,6.7009602e-09,6.5203603e-06,8.703622e-08,1.7104543e-07,0.99998415,3.3821536e-06,3.3257895e-06,1.9812025e-07,1.3830569e-06
70,9.0,0.00010411815,0.0012904562,0.00068222237,0.00468395,0.0006808032,0.0105486205,0.0002416149,7.392177e-05,0.00012348204,0.98101234,0.00055853714
71,3.0,0.00032151397,0.00017769511,6.342722e-05,0.9287409,0.00033258137,0.00045747808,0.028138118,0.00023698232,0.0005111908,0.026814071,0.014206124
72,10.0,0.00014129384,3.9403647e-05,4.2690303e-05,0.0004353406,0.003943126,0.0013975104,0.0070907637,9.9489174e-05,2.7779828e-05,0.0021256737,0.984657
73,4.0,9.877543e-05,0.00022190396,0.00021033562,6.226155e-05,0.63268757,0.28175724,3.552665e-05,6.3237014e-05,3.3608027e-05,0.07213128,0.012698349
74,9.0,0.00010533157,3.0129917e-05,1.6231303e-05,0.00016573937,0.001510841,0.00034533415,0.00021906596,1.1969433e-05,1.2716279e-05,0.99618715,0.0013955316
75,6.0,0.0009139752,0.00024888848,5.3529056e-05,0.040685274,0.00017906979,0.0011025413,0.95121586,0.0009783497,0.0005252649,0.0035625598,0.00053462666
76,9.0,0.001784931,0.00045802692,0.00041679235,0.00020529985,0.0020997268,0.0033086527,0.0009665709,0.00011180539,0.00013103701,0.9893156,0.0012014946
77,6.0,6.054394e-05,1.135489e-06,4.3025656e-07,9.460452e-05,4.0215677e-06,2.4884305e-06,0.9968786,2.9657496e-05,5.767105e-06,3.43559e-06,0.0029192271
78,10.0,0.00013217358,1.4411587e-05,1.2778555e-05,0.00010825878,0.003908799,0.00042111005,0.0036263547,0.00014480685,5.9249276e-05,0.0010105711,0.99056154
79,0.0,0.999052,0.00014874844,0.000507143,2.971416e-05,5.544545e-06,3.1717314e-05,1.9273055e-05,9.360905e-06,1.7054459e-05,9.669466e-05,8.272571e-05
80,6.0,1.2051618e-05,2.466131e-07,8.422094e-08,8.802902e-06,5.8522227e-07,4.0374002e-07,0.99886715,2.3877399e-06,6.650583e-07,1.1827013e-06,0.0011064303
81,4.0,0.00011471153,0.000104828636,5.3052623e-05,4.5384717e-05,0.82037896,0.17885432,2.2539258e-05,4.7425667e-05,1.197398e-05,0.00012481934,0.00024203626
82,9.0,0.00010570936,5.7628775e-05,6.788723e-05,9.232482e-06,0.0028262094,0.0007800256,1.6628036e-06,4.0240825e-06,4.108471e-06,0.99490935,0.0012341391
83,1.0,0.0031172473,0.6633263,0.3279544,0.0013042868,0.0001574193,0.0015754997,0.0006125285,0.00037520652,7.078223e-05,0.0011439109,0.00036248763
84,1.0,0.00014848683,0.6044285,0.39474198,0.0001246056,2.0672634e-05,0.000106790925,6.779036e-06,2.2255856e-05,8.4379735e-06,0.00032957838,6.189391e-05
85,5.0,1.3814518e-05,2.7289769e-05,1.9916102e-05,3.7660038e-06,0.02737886,0.97161746,1.8591027e-05,1.7121141e-05,2.6283476e-06,0.00071371364,0.00018678275
86,0.0,0.96749896,0.00019914247,0.00021460008,0.00011041505,0.0018260074,0.0021867643,0.0067739254,0.0002710203,0.00013969102,0.019346824,0.0014326612
87,2.0,0.00012201284,0.60676247,0.3927605,0.000100940866,1.5633885e-05,3.3496013e-05,6.790367e-06,1.9310279e-05,8.6644695e-06,0.0001181616,5.1990784e-05
88,1.0,8.20776e-05,0.5924144,0.40734452,5.8589285e-05,1.3161479e-05,3.1802385e-05,3.3134008e-06,1.2062285e-05,3.6635663e-06,1.5632966e-05,2.091621e-05
89,7.0,0.0006223388,0.00015152904,0.00015603403,0.0044357814,0.0009774619,0.00031689278,0.00050653616,0.9397874,0.051128402,4.9709364e-05,0.0018678757
90,9.0,0.044630144,0.17376974,0.25735614,0.00062205625,0.0062995665,0.011039407,0.00033257616,0.00049652526,0.00045150908,0.45114046,0.053861856
91,8.0,1.3141692e-05,1.433585e-06,1.0627074e-06,5.386798e-05,2.927619e-06,1.7053443e-06,5.26312e-06,0.00064146885,0.99927217,3.5271419e-06,3.4761829e-06
92,5.0,1.0755937e-05,2.6106994e-05,1.489934e-05,1.0696841e-05,0.0357272,0.9641759,7.138038e-06,7.5351018e-06,1.7960067e-06,1.0517703e-05,7.4143773e-06
93,6.0,0.0033543361,0.00033837106,0.000101446574,0.0013916363,0.00833733,0.022011822,0.9318553,0.013609929,0.00082914555,0.0062099425,0.011960648
94,3.0,0.00045274652,0.00067267363,0.00019570524,0.8486141,0.0010396519,0.0068234694,0.044356383,0.0005426648,0.0013291099,0.09520734,0.00076619396
95,6.0,1.5361935e-05,3.293853e-07,1.0199921e-07,1.5265356e-05,5.7378393e-06,2.784403e-06,0.98824614,1.8953198e-05,1.7917056e-06,4.504648e-06,0.011689068
96,5.0,0.00013257004,0.00035117668,0.0001673592,0.00013177116,0.07249973,0.9261734,4.0996478e-05,2.9343966e-05,1.2573339e-05,0.00034813042,0.00011292654
97,6.0,0.00037905123,1.6060403e-05,4.4110843e-06,0.000116706455,2.6781192e-05,0.00020393351,0.9987251,0.00017363888,2.2313787e-05,0.00029551002,3.6422312e-05
98,9.0,0.007949466,0.0012418352,0.0012673256,0.00023081033,0.0099393455,0.0049590557,0.00018380898,9.9795114e-05,0.00013985329,0.9644639,0.009524746
99,3.0,0.0003788628,0.00017478611,0.00018610996,0.9860059,0.00033638207,7.1250804e-05,0.00052955316,9.433096e-05,0.00036277832,9.515879e-05,0.011764817
100,6.0,0.0013698426,0.00017983656,9.8974226e-05,0.0074375197,0.0011707185,0.0006935724,0.95972866,0.00027611954,0.0001725409,0.0058743674,0.022997785
101,10.0,1.6619473e-05,7.5887124e-07,1.0056364e-06,7.180198e-05,0.00021518963,2.0630117e-05,0.0041896193,7.1312106e-06,1.9649149e-06,3.7493494e-06,0.9954716
102,6.0,0.00079975725,9.713011e-05,2.8024098e-05,0.004063678,0.0014234994,0.0024930402,0.96239245,0.022922294,0.0030243034,0.0009313751,0.0018244423
103,9.0,6.0063063e-05,0.00021230937,0.00012606932,0.00024711606,0.03315547,0.15580653,4.9549406e-05,4.2898126e-05,2.8586343e-05,0.8068707,0.0034007232
104,7.0,0.0002559236,7.411778e-05,5.790537e-05,0.00049602025,0.0005481908,0.00017848532,0.00018759962,0.9686493,0.02881678,2.5369194e-05,0.00071019033
105,1.0,0.010138356,0.64977616,0.29578927,0.00406316,0.001649636,0.0037564272,0.0004719076,0.00040935303,0.00037315334,0.03255644,0.0010161292
106,5.0,0.06335054,0.027347395,0.027893005,0.0005054043,0.08869438,0.66640127,0.00022929367,0.0006992339,0.00044152958,0.11939208,0.005045885
107,3.0,6.502479e-05,2.2878108e-05,1.8542616e-05,0.9982566,2.4986466e-05,1.5441588e-05,0.00039383714,4.515865e-05,0.00037404877,2.1030643e-05,0.0007624993
108,10.0,5.887058e-05,4.445236e-06,5.3037866e-06,8.1302234e-05,0.001019252,5.708278e-05,0.00071717537,0.00030951292,2.2148017e-05,0.00020179979,0.997523
109,0.0,0.9859823,0.0025780175,0.0026709225,0.0007591174,0.00018588307,0.0012466093,0.0034076825,0.00038514065,0.00025639,0.0023319554,0.00019601564
110,6.0,0.00041103244,0.00010591849,3.9278784e-05,0.0007792185,1.8023073e-05,0.00031295666,0.99640524,0.0001349712,4.8040445e-05,0.0011869544,0.00055830216
111,10.0,0.000118540986,4.2215157e-05,5.179146e-05,8.322601e-05,0.0042483173,0.00043114772,0.00016109829,0.000121769444,1.6268505e-05,0.00014584753,0.9945797
112,2.0,0.000542715,0.6222995,0.37614074,0.00029611232,4.2063897e-05,0.00012796622,3.8105863e-05,5.5297172e-05,2.1478503e-05,0.00032486394,0.00011116402
113,8.0,2.7102205e-05,6.1688215e-06,5.030368e-06,0.00079150987,3.1502466e-05,6.6666144e-06,6.108004e-06,0.0010383191,0.9980197,1.9617268e-05,4.819185e-05
114,8.0,0.00033222095,3.964704e-05,2.7829863e-05,0.0078081083,0.00039609362,0.00014058148,0.0008916128,0.021517634,0.9684552,4.4064767e-05,0.00034689618
115,0.0,0.9973579,8.666509e-05,0.0002469261,3.7846803e-05,8.880994e-05,0.00026694444,0.000149712,3.629615e-05,3.17591e-05,0.00062369055,0.0010733458
116,3.0,0.00028966114,0.0002071023,9.9577e-05,0.99200726,0.00055069505,0.0002133063,0.00440576,0.00016058068,0.0005499952,0.00020477758,0.0013112696
117,0.0,0.9954585,0.0006414572,0.0022106767,0.00010815846,8.307219e-05,0.00034469328,1.7386808e-05,2.767163e-05,4.810188e-05,0.0003771564,0.0006832094
118,2.0,0.025419813,0.4780193,0.49157867,0.0003735051,0.00049720646,0.0019466096,7.5853946e-05,0.00018344897,0.00012889566,0.0011704266,0.00060630665
119,2.0,0.084716685,0.33411703,0.5552185,0.00092978624,0.0028957177,0.011385924,0.00016259715,0.00059422466,0.00039471526,0.0061822957,0.0034024424
120,10.0,0.024473043,0.035700366,0.026633829,0.009439943,0.07294864,0.06308442,0.010906592,0.002713906,0.000877551,0.23368716,0.5195345
121,3.0,0.0047190893,0.01046527,0.015015117,0.90081084,0.0019271554,0.00043842552,0.001004308,0.0063857096,0.03368197,0.0006436027,0.024908423
122,3.0,0.0002951801,0.00021483083,0.00013322191,0.9970765,0.0003869303,0.0002894385,0.00067637215,0.000117997,0.00018217943,0.0001995139,0.0004277809
123,0.0,0.9993331,0.00014011736,0.00033193448,6.839121e-06,2.1374708e-05,5.1112143e-05,6.9767615e-05,9.613125e-06,1.2755379e-05,1.533619e-05,8.139072e-06
124,5.0,9.081427e-06,3.4033976e-05,2.4389392e-05,8.772062e-06,0.03656503,0.96324223,2.4576602e-05,1.2449353e-05,3.064203e-06,4.0911207e-05,3.5369656e-05
125,6.0,1.7574589e-06,6.919963e-08,1.8675413e-08,4.915772e-06,2.0554742e-07,2.1533647e-07,0.99937904,9.349313e-07,2.6384984e-07,1.7387731e-07,0.0006123135
126,4.0,3.2780288e-05,6.0641287e-05,6.321863e-05,0.00010420932,0.45046908,0.25187665,4.359688e-05,0.000102845464,3.1557465e-05,0.08731779,0.20989762
127,6.0,8.6380123e-07,2.3720384e-08,5.530563e-09,2.4351148e-06,5.475315e-08,1.656696e-07,0.9999709,2.2019788e-06,3.7767174e-07,1.04064476e-07,2.283247e-05
128,7.0,0.0006465878,0.00021779895,0.00016346537,0.0010234535,0.0006568189,0.0006881024,0.0003987277,0.9898409,0.005628434,0.00011816062,0.0006175132
129,10.0,4.37273e-05,1.3253388e-06,1.5331841e-06,1.1751357e-05,0.00056714,3.7321344e-05,0.006273987,3.673488e-05,6.5578474e-06,0.001281093,0.9917389
130,1.0,0.022191186,0.6051193,0.3466993,8.160003e-05,0.0076265945,0.017005075,1.6442344e-05,0.0005534358,7.440063e-05,4.1158088e-05,0.0005915113
131,5.0,0.03182642,0.030442832,0.024516819,0.0010437419,0.36982203,0.50584173,0.00027544986,0.0021223852,0.00081643614,0.00093509484,0.032357045
132,6.0,0.0004300975,4.0872937e-06,1.8250976e-06,2.1884898e-05,4.8621925e-05,4.811655e-05,0.9975555,0.0001491509,3.3992328e-05,0.00013823532,0.0015685079
133,6.0,0.005457151,0.00018045295,8.751069e-05,0.0023658315,0.006495789,0.005103368,0.93943226,0.008811294,0.0013999882,0.0071807816,0.023485571
134,5.0,3.0516327e-05,3.731814e-05,5.2393898e-05,1.1208415e-06,0.035941098,0.9557846,2.3880475e-06,1.6500046e-05,5.1228076e-06,0.007152627,0.00097621203
135,0.0,0.9997589,3.1222833e-05,0.0001162552,3.426818e-06,3.2533758e-06,1.4875543e-05,1.7334989e-05,6.4352553e-06,6.5638633e-06,2.4049854e-05,1.7751154e-05
136,4.0,0.04852686,0.014610202,0.018692607,0.007848653,0.29286253,0.24083674,0.0027170859,0.0028442342,0.0012497766,0.088237084,0.28157428
137,6.0,0.0010151621,3.9150116e-05,1.5927915e-05,0.0025776983,0.00019906242,0.00029823332,0.98818886,0.000599675,0.0002848983,0.0005287106,0.00625259
138,6.0,4.739585e-05,6.0112197e-06,1.4843876e-06,0.0002433684,2.759122e-06,9.151734e-06,0.9995815,8.4782205e-06,4.086216e-06,3.7299193e-05,5.8395606e-05
139,5.0,0.0017565767,0.00021457602,0.00021456151,0.000113812435,0.46520668,0.4637737,0.0026179694,0.00016229086,6.798566e-05,0.024645036,0.04122673
140,9.0,1.1889406e-05,3.0136145e-05,2.1905893e-05,4.8899372e-05,6.1060973e-06,5.3015166e-05,2.7258318e-05,1.7326398e-06,2.3958867e-06,0.9997874,9.180142e-06
141,5.0,7.881854e-07,7.15307e-06,4.4461244e-06,8.853984e-07,0.015405294,0.98457634,7.446344e-07,2.0504367e-06,1.9354387e-07,1.8872915e-07,1.9222744e-06
142,10.0,0.014608717,0.00096264645,0.0009974918,0.0010220321,0.031745605,0.0063070757,0.020597773,0.00036032926,0.00017196768,0.135176,0.7880504
143,10.0,9.011632e-05,1.0670673e-05,1.5968397e-05,2.590785e-05,0.0011092952,0.00017189777,0.00057016383,8.547299e-06,5.993268e-06,0.0004926643,0.9974988
144,9.0,0.00043448078,0.00012292621,9.393179e-05,7.631194e-06,0.00018785453,0.0016910667,2.6309388e-05,2.4863446e-05,1.5697458e-05,0.9965783,0.0008168936
145,6.0,0.0006716419,1.355471e-05,7.829729e-06,0.0018073902,2.0136646e-05,1.7897559e-05,0.9965251,3.2424647e-05,4.4556004e-05,0.00024100216,0.0006184977
146,7.0,0.00015136373,8.1841325e-05,5.4720647e-05,0.0003684147,0.0070174113,0.0009645422,0.00017301536,0.9858665,0.004480055,4.210127e-05,0.0008000287
147,2.0,0.011372959,0.45461795,0.5177514,0.00079694734,0.00014123863,0.0008765326,8.665932e-05,9.714598e-05,0.00015693593,0.014059054,4.313023e-05
148,2.0,0.00095883716,0.5357133,0.45567682,0.0004690298,5.0323775e-05,0.00041829635,4.2120697e-05,5.0282422e-05,4.3514898e-05,0.006532958,4.455209e-05
149,10.0,0.0045945295,0.0023455229,0.0029459342,0.014324529,0.015008452,0.007817973,0.00036218038,0.00019246686,0.00032653328,0.3635321,0.58854973
150,6.0,0.00021672904,1.94618e-05,5.73575e-06,0.00031968404,6.1183724e-05,6.44604e-05,0.9952879,0.00012410952,1.9962368e-05,0.00052016287,0.003360511
151,6.0,7.732191e-06,1.9534787e-07,6.6845935e-08,6.710987e-06,1.1757728e-06,1.4200623e-06,0.99958867,6.912793e-06,1.2785882e-06,2.0765661e-07,0.00038568955
152,10.0,0.00017170295,3.5819937e-06,4.6094974e-06,0.00015084921,0.00016695958,9.781235e-06,0.0064634485,1.576115e-05,6.9692636e-05,2.5223599e-05,0.9929183
153,6.0,0.0002317285,1.2252101e-05,5.9365384e-06,0.0024677333,9.748391e-05,0.00014137302,0.97483736,0.00016964454,9.054234e-05,3.422069e-05,0.021911824
154,2.0,0.00050986034,0.5117,0.48413637,0.00020686715,3.959763e-05,0.00029256832,2.0555994e-05,3.412149e-05,2.6015909e-05,0.0029271666,0.000106900145
155,8.0,4.377718e-05,1.1845357e-05,8.055199e-06,0.0003789067,1.2038093e-05,8.640402e-06,1.1863015e-05,0.0019338713,0.9975635,1.7140446e-05,1.0379821e-05
156,10.0,0.0003418223,1.15065895e-05,1.7361826e-05,9.085277e-05,0.0006046512,5.9638638e-05,0.00045593418,1.5477695e-05,2.6710028e-05,0.0006486722,0.99772745
157,10.0,0.00037127893,4.8800834e-05,3.743749e-05,0.00027240263,0.004457143,0.001086177,0.0093965195,0.0001765048,5.903521e-05,0.008493479,0.97560126
158,1.0,0.00042817756,0.6596476,0.33915564,0.0003428259,2.7104557e-05,5.4550586e-05,2.0510151e-05,3.4137178e-05,1.300254e-05,0.00018888143,8.7568464e-05
