id,true_0,score_0,score_1
106,1.0,8.678588e-06,0.9999913
107,0.0,0.99999917,8.0537603e-07
108,1.0,5.7357614e-05,0.99994266
109,0.0,0.9999323,6.769545e-05
110,0.0,1.0,2.017375e-08
111,0.0,0.99998593,1.40855345e-05
112,1.0,1.2320832e-05,0.9999877
113,1.0,2.1632438e-06,0.99999785
114,1.0,0.000104727966,0.9998952
115,1.0,0.0011653979,0.99883467
116,1.0,9.731548e-06,0.9999902
117,1.0,2.664694e-06,0.9999974
118,1.0,2.0985619e-05,0.999979
119,1.0,2.4992125e-06,0.9999975
120,1.0,7.8064335e-07,0.99999917
121,1.0,1.7148584e-06,0.99999833
122,1.0,1.2778989e-05,0.99998724
123,1.0,0.00034262156,0.9996574
124,0.0,0.9999124,8.766862e-05
125,1.0,7.165425e-07,0.9999993
126,1.0,1.7603163e-05,0.99998236
127,1.0,5.964421e-06,0.99999404
128,1.0,2.5259249e-06,0.9999975
129,1.0,6.2145486e-06,0.9999938
130,1.0,0.00015712896,0.9998429
131,0.0,1.0,1.9193028e-08
132,1.0,1.2237408e-05,0.9999877
133,1.0,5.321202e-07,0.9999995
134,0.0,0.99994934,5.061917e-05
135,1.0,1.847794e-06,0.9999981
136,0.0,1.0,9.721282e-10
137,1.0,1.5926136e-05,0.999984
138,1.0,0.00014961598,0.9998504
139,1.0,3.7621337e-06,0.9999962
140,1.0,8.837763e-06,0.9999912
141,1.0,0.0010080399,0.9989919
142,0.0,1.0,1.9458644e-08
143,1.0,3.3438891e-06,0.99999666
144,1.0,0.00013870263,0.99986124
145,1.0,6.956839e-05,0.9999304
146,1.0,1.5500615e-06,0.99999845
147,1.0,0.0019335413,0.9980665
148,1.0,3.4221073e-05,0.9999658
149,1.0,0.00021357577,0.99978644
150,0.0,0.9999794,2.062466e-05
151,1.0,6.904954e-06,0.9999931
152,1.0,9.5967975e-05,0.99990404
153,1.0,1.3417175e-06,0.9999987
154,1.0,4.4387116e-06,0.9999956
155,1.0,4.175273e-05,0.9999583
156,1.0,2.6426555e-05,0.99997354
157,0.0,1.0,2.315978e-08
158,1.0,1.2735999e-06,0.9999987
159,1.0,6.5163176e-06,0.99999344
160,1.0,0.0009408183,0.99905914
161,1.0,3.1182277e-05,0.99996877
162,0.0,0.99984086,0.00015906894
163,1.0,0.00035846652,0.99964154
164,1.0,7.41045e-05,0.99992585
165,1.0,6.638485e-07,0.9999993
166,1.0,6.030981e-06,0.9999939
167,1.0,1.1327178e-05,0.9999887
168,1.0,7.024321e-07,0.9999993
169,0.0,1.0,1.4342132e-08
170,1.0,8.6110555e-07,0.99999917
171,0.0,0.9999819,1.8146218e-05
172,0.0,0.9999088,9.1198184e-05
173,1.0,2.4958044e-06,0.9999975
174,1.0,8.932478e-07,0.99999917
175,1.0,1.7663366e-05,0.99998236
176,1.0,8.898536e-06,0.99999106
177,1.0,1.0529242e-05,0.9999895
178,1.0,1.5774395e-06,0.99999845
179,1.0,5.790522e-07,0.9999994
180,0.0,1.0,9.0753485e-09
181,1.0,2.7391575e-06,0.99999726
182,0.0,0.9999999,8.714092e-08
183,1.0,1.7048502e-05,0.99998295
184,1.0,6.097973e-07,0.9999994
185,1.0,8.175556e-06,0.9999918
186,0.0,0.9999846,1.5382777e-05
187,1.0,0.00074966426,0.99925035
188,1.0,7.843934e-06,0.99999213
189,0.0,0.99999845,1.5570248e-06
190,1.0,2.7465705e-06,0.99999726
191,1.0,2.475612e-06,0.9999975
192,1.0,3.9923356e-07,0.99999964
193,1.0,3.7985244e-06,0.9999962
194,1.0,2.8595593e-06,0.99999714
195,1.0,4.319768e-06,0.9999957
196,0.0,0.99995613,4.3898715e-05
197,1.0,2.1605963e-06,0.99999785
198,0.0,0.9999999,1.2516284e-07
199,1.0,1.8142013e-05,0.9999819
200,1.0,2.5155394e-05,0.99997485
201,1.0,1.0703254e-05,0.9999893
202,0.0,0.99997747,2.2536653e-05
203,1.0,7.4660306e-06,0.9999925
204,1.0,3.3057859e-06,0.99999666
205,1.0,0.000114760776,0.9998852
206,1.0,1.3504957e-06,0.9999987
207,1.0,1.5330462e-06,0.99999845
208,1.0,0.0005756628,0.99942434
209,1.0,0.0009126628,0.99908733
210,1.0,0.00013206553,0.9998679
211,1.0,8.470637e-07,0.99999917
212,1.0,2.4412511e-06,0.9999976
213,1.0,2.1656651e-06,0.99999785
214,1.0,5.9599797e-06,0.99999404
215,1.0,6.109193e-05,0.99993885
216,1.0,7.826935e-06,0.99999213
217,0.0,0.9999987,1.2918488e-06
218,1.0,3.663318e-05,0.9999634
219,1.0,1.6106707e-05,0.9999839
220,0.0,0.9999876,1.2427533e-05
221,1.0,5.5914083e-05,0.9999441
222,1.0,2.3865925e-06,0.9999976
223,1.0,2.209105e-05,0.99997795
224,1.0,3.7500948e-05,0.99996245
225,1.0,1.6375626e-06,0.99999833
226,0.0,0.99999344,6.5724507e-06
227,0.0,0.999966,3.3999095e-05
228,0.0,1.0,2.713122e-08
229,1.0,2.461957e-05,0.9999753
230,1.0,1.2212657e-06,0.9999988
231,0.0,0.99998844,1.1569855e-05
232,0.0,0.9999975,2.5466538e-06
233,1.0,1.811437e-05,0.9999819
234,0.0,0.99980754,0.0001924606
235,1.0,2.1005944e-06,0.99999785
236,0.0,0.9999999,6.5374536e-08
237,1.0,2.0063477e-05,0.99998
238,1.0,3.084169e-06,0.9999969
239,1.0,2.9793553e-06,0.999997
240,1.0,8.758265e-06,0.9999913
241,1.0,5.6345166e-06,0.9999944
242,0.0,1.0,2.964785e-09
243,0.0,0.99999475,5.2754012e-06
244,1.0,1.6166601e-05,0.9999838
245,1.0,1.3635354e-06,0.9999987
246,1.0,0.00085257966,0.9991474
247,0.0,0.9998952,0.000104762024
248,0.0,0.99999976,2.2885295e-07
249,0.0,1.0,2.3803564e-08
250,1.0,4.4066524e-05,0.9999559
251,0.0,0.99999964,3.4295056e-07
252,1.0,7.740026e-05,0.99992263
253,1.0,0.00017415317,0.9998259
254,0.0,0.9999739,2.606516e-05
255,1.0,7.807744e-07,0.99999917
256,0.0,1.0,5.0600537e-09
257,0.0,0.9999702,2.9786745e-05
258,0.0,0.999998,2.0209027e-06
259,1.0,0.00012886905,0.99987113
260,1.0,4.0447812e-05,0.9999596
261,1.0,1.0448168e-05,0.9999895
262,1.0,3.9286515e-06,0.99999607
263,1.0,2.4182016e-05,0.9999758
264,1.0,9.1098616e-07,0.99999905
265,0.0,0.9999677,3.233991e-05
266,0.0,1.0,1.2798318e-08
267,0.0,0.9999957,4.239753e-06
268,0.0,0.9999976,2.3325726e-06
269,1.0,0.00032515085,0.9996749
270,1.0,0.00024935897,0.9997507
271,1.0,7.0211786e-06,0.99999297
272,1.0,4.3886113e-05,0.99995613
273,1.0,2.8327066e-05,0.9999716
274,1.0,0.00060314976,0.9993968
275,1.0,0.000667193,0.9993327
276,1.0,5.9755464e-05,0.9999403
277,0.0,0.999995,5.0568906e-06
278,1.0,8.780108e-06,0.9999912
279,0.0,0.99999964,3.262535e-07
280,0.0,0.99995434,4.5676097e-05
281,1.0,0.00035691686,0.9996431
282,0.0,1.0,3.365514e-08
283,1.0,5.840553e-06,0.99999416
284,1.0,1.3864516e-05,0.9999862
285,1.0,5.616705e-06,0.9999944
286,0.0,0.99993825,6.172814e-05
287,0.0,0.9997335,0.00026652514
288,1.0,1.5076026e-06,0.99999845
289,1.0,5.397784e-06,0.99999464
290,1.0,2.1354572e-06,0.99999785
291,0.0,0.9969721,0.0030278983
292,1.0,6.51382e-06,0.99999344
293,1.0,0.00028834734,0.9997116
294,1.0,0.00022656178,0.99977344
295,1.0,2.139224e-06,0.99999785
296,1.0,1.376588e-06,0.99999857
297,0.0,0.9999174,8.2660714e-05
298,1.0,1.4151478e-06,0.99999857
299,1.0,6.8157277e-07,0.9999993
300,0.0,0.99999964,3.5604464e-07
301,0.0,0.99996984,3.0121531e-05
302,1.0,1.991627e-05,0.9999801
303,1.0,1.4431032e-06,0.99999857
304,1.0,1.16597075e-05,0.9999883
305,1.0,5.77252e-06,0.9999943
306,0.0,0.99999845,1.5785141e-06
307,0.0,1.0,5.925723e-11
308,0.0,0.99996746,3.2536438e-05
309,1.0,0.0009863789,0.99901354
310,1.0,5.7518595e-05,0.9999424
311,1.0,1.5277237e-05,0.99998474
312,1.0,0.001385827,0.9986142
313,1.0,2.0755318e-05,0.99997926
314,1.0,3.3941044e-05,0.999966
315,1.0,0.0003549038,0.9996451
316,1.0,0.00030988615,0.9996902
317,1.0,1.3313764e-06,0.9999987
318,1.0,0.00013228066,0.9998677
319,1.0,3.9755072e-05,0.9999602
320,1.0,1.9318164e-05,0.9999807
321,1.0,6.520303e-05,0.9999348
322,1.0,4.094301e-06,0.99999595
323,1.0,7.29999e-05,0.99992704
324,0.0,0.9999994,6.0936884e-07
325,0.0,0.9999194,8.058949e-05
326,1.0,2.8938327e-06,0.99999714
327,1.0,0.00017667354,0.9998234
328,1.0,2.4935818e-07,0.99999976
329,1.0,1.3570233e-06,0.9999987
330,1.0,2.376461e-05,0.9999763
331,1.0,0.00033638402,0.9996636
332,1.0,5.306199e-06,0.99999464
333,1.0,9.563716e-06,0.99999046
334,0.0,1.0,2.8666996e-08
335,1.0,7.1339973e-06,0.99999285
336,0.0,0.9998273,0.000172654
337,1.0,0.0009796886,0.99902034
338,1.0,9.977574e-07,0.99999905
339,1.0,4.307398e-06,0.9999957
340,1.0,9.534674e-06,0.99999046
341,1.0,3.3696335e-06,0.99999666
342,1.0,2.1394262e-06,0.99999785
343,1.0,2.3325038e-06,0.9999976
344,1.0,3.5108293e-05,0.99996483
345,0.0,0.9999907,9.326028e-06
346,0.0,0.99999774,2.264633e-06
347,1.0,3.3625285e-05,0.9999664
348,1.0,0.00013449529,0.99986553
349,1.0,0.0007857936,0.9992142
350,0.0,0.99997854,2.1516278e-05
351,1.0,0.001203565,0.99879646
352,1.0,1.3879188e-05,0.9999862
353,1.0,4.301901e-06,0.9999957
354,1.0,9.1928854e-07,0.99999905
355,1.0,2.9814983e-06,0.999997
356,0.0,0.99997914,2.0803094e-05
357,0.0,0.9999355,6.449643e-05
358,0.0,1.0,6.380566e-10
359,0.0,0.9999999,8.7549246e-08
360,1.0,1.6407078e-06,0.99999833
361,1.0,0.00011320792,0.99988675
362,1.0,3.6954245e-06,0.9999963
363,1.0,5.940077e-05,0.99994063
364,1.0,3.350292e-05,0.9999665
365,1.0,4.6983007e-07,0.9999995
366,1.0,7.6093403e-07,0.9999993
367,1.0,9.11904e-06,0.99999094
368,1.0,1.004999e-05,0.99999
369,1.0,4.1199555e-06,0.9999958
370,0.0,0.99999845,1.5315002e-06
371,0.0,0.99998033,1.9716803e-05
372,1.0,8.59193e-06,0.9999914
373,1.0,4.0734176e-06,0.99999595
374,1.0,8.242451e-05,0.9999176
375,1.0,7.306964e-06,0.9999927
376,1.0,9.743091e-06,0.9999902
377,1.0,4.7086357e-07,0.9999995
378,1.0,1.196365e-05,0.9999881
379,0.0,0.9999976,2.4243564e-06
380,1.0,6.8547155e-07,0.9999993
381,1.0,8.562332e-07,0.99999917
382,1.0,0.00039864227,0.9996014
383,1.0,1.7257191e-06,0.99999833
384,1.0,1.8237175e-05,0.99998176
385,0.0,0.99998367,1.637302e-05
386,1.0,1.7989592e-05,0.999982
387,1.0,8.103151e-06,0.9999919
388,1.0,5.339795e-06,0.99999464
389,1.0,2.1470958e-05,0.99997854
390,1.0,6.641805e-05,0.9999336
391,1.0,4.3807577e-06,0.9999956
392,1.0,0.00010161395,0.99989843
393,1.0,8.0586884e-05,0.9999194
394,1.0,2.9383915e-05,0.9999707
395,1.0,3.095316e-06,0.9999969
396,1.0,0.0005275873,0.99947244
397,1.0,4.9972114e-05,0.99995005
398,1.0,1.22329275e-05,0.9999877
399,1.0,6.1986975e-05,0.999938
400,1.0,8.382133e-06,0.99999166
401,1.0,1.8802909e-06,0.9999981
402,0.0,0.99990714,9.281095e-05
403,1.0,8.51747e-06,0.99999154
404,1.0,3.3444307e-05,0.9999665
405,0.0,0.9999701,2.9915018e-05
406,0.0,1.0,3.374563e-09
407,0.0,0.9999995,5.123645e-07
408,1.0,1.4129487e-05,0.9999858
409,0.0,0.999764,0.00023598321
410,0.0,0.9999963,3.7208474e-06
411,1.0,0.00069007894,0.9993099
412,1.0,1.3618821e-05,0.9999864
413,0.0,0.99995196,4.8035898e-05
414,1.0,0.0009238687,0.9990761
415,1.0,3.986787e-05,0.9999602
416,1.0,3.4000993e-06,0.99999654
417,0.0,0.9998815,0.000118519485
418,1.0,1.892439e-05,0.99998105
419,1.0,0.0005834164,0.9994166
420,1.0,6.316396e-07,0.9999994
421,1.0,4.579901e-05,0.9999542
422,1.0,0.0003394899,0.9996605
423,1.0,9.887626e-05,0.99990106
424,1.0,1.881017e-05,0.99998116
425,1.0,3.1861568e-05,0.9999682
426,1.0,0.00020084057,0.9997992
427,1.0,2.5531515e-06,0.9999975
428,1.0,4.2510503e-05,0.99995744
429,1.0,2.2825645e-06,0.99999774
430,0.0,0.9999912,8.802208e-06
431,1.0,2.3605971e-06,0.9999976
432,0.0,0.9999995,4.2863866e-07
433,1.0,7.833013e-06,0.99999213
434,1.0,9.674889e-06,0.99999034
435,1.0,6.0031625e-06,0.99999404
436,1.0,0.0016659222,0.9983341
437,1.0,0.00042623244,0.99957377
438,1.0,0.000117713265,0.9998822
439,1.0,4.8408806e-06,0.9999951
440,0.0,0.99999344,6.5353242e-06
441,1.0,0.00084134575,0.9991586
442,1.0,0.00012615768,0.9998739
443,1.0,1.6462154e-06,0.99999833
444,1.0,9.124763e-06,0.9999908
445,1.0,2.918847e-05,0.9999708
446,0.0,0.999998,1.975661e-06
447,1.0,0.00021534222,0.99978465
448,1.0,1.9638961e-05,0.99998033
449,1.0,0.00053540885,0.9994646
450,1.0,0.0010255489,0.99897444
451,1.0,0.00086252054,0.9991374
452,1.0,9.106948e-05,0.9999089
453,1.0,7.42356e-06,0.9999926
454,1.0,6.5059554e-05,0.9999349
455,0.0,0.9999893,1.0770836e-05
456,1.0,0.0011144234,0.9988856
457,1.0,3.180038e-06,0.9999968
458,1.0,1.0857081e-05,0.99998915
459,1.0,3.961663e-06,0.99999607
460,1.0,1.2917526e-06,0.9999987
461,1.0,6.5749873e-07,0.9999993
462,1.0,6.012639e-06,0.99999404
463,1.0,1.5080699e-06,0.99999845
464,1.0,0.00043584424,0.9995641
465,1.0,6.9332486e-06,0.9999931
466,0.0,0.9999975,2.4766416e-06
467,1.0,0.00013049699,0.99986947
468,0.0,1.0,1.6119465e-10
469,1.0,1.3675067e-05,0.9999863
470,0.0,0.999977,2.2971211e-05
471,1.0,2.8021789e-06,0.99999714
472,1.0,6.4694323e-06,0.99999356
473,0.0,1.0,4.1054583e-11
474,1.0,0.00023585612,0.99976414
475,0.0,0.99992037,7.95686e-05
476,1.0,1.1110234e-05,0.9999889
477,1.0,6.795235e-05,0.99993205
478,1.0,0.00014408912,0.9998559
479,1.0,9.328118e-06,0.9999907
480,1.0,5.2184292e-05,0.9999478
481,0.0,0.99956924,0.00043071876
482,1.0,4.0068094e-06,0.99999595
483,0.0,0.99999976,2.1578607e-07
484,1.0,0.0005729784,0.9994271
485,0.0,0.99999785,2.1103228e-06
486,0.0,1.0,2.1154898e-08
487,1.0,0.00023885236,0.99976116
488,0.0,0.99998224,1.7757067e-05
489,0.0,0.9999062,9.378032e-05
490,1.0,0.0003276571,0.9996724
491,1.0,6.0284947e-05,0.9999397
492,1.0,9.590074e-06,0.99999046
493,1.0,0.00033985407,0.99966013
494,1.0,6.640083e-06,0.9999933
495,1.0,9.863468e-06,0.9999901
496,1.0,2.7960366e-05,0.999972
497,1.0,0.00025505773,0.99974495
498,0.0,1.0,1.0187781e-08
499,1.0,2.7074542e-05,0.99997294
500,1.0,1.1697748e-06,0.9999988
501,1.0,0.0006218168,0.9993782
502,0.0,0.9999927,7.277984e-06
503,0.0,1.0,1.32505225e-08
504,1.0,2.3976314e-05,0.99997604
505,0.0,1.0,1.4301785e-08
506,1.0,8.164929e-06,0.9999919
507,1.0,5.4883426e-06,0.9999945
508,1.0,2.8999605e-06,0.99999714
509,1.0,1.48575255e-05,0.9999851
510,1.0,7.770076e-07,0.99999917
511,1.0,2.9214962e-07,0.99999976
512,1.0,2.0887643e-05,0.99997914
513,1.0,8.0114205e-06,0.999992
514,0.0,0.99997485,2.5183477e-05
515,0.0,0.99999547,4.572711e-06
516,1.0,0.001923851,0.9980761
517,1.0,5.6950852e-05,0.999943
518,1.0,1.0282706e-05,0.99998975
519,1.0,2.496628e-06,0.9999975
520,1.0,7.378255e-06,0.9999926
521,1.0,2.8111563e-06,0.99999714
522,1.0,3.3107076e-06,0.99999666
523,1.0,0.0005515692,0.9994485
524,1.0,7.934548e-06,0.999992
525,1.0,4.2484652e-07,0.9999995
526,1.0,7.490083e-07,0.9999993
527,0.0,0.9996295,0.00037044537
528,1.0,1.9559843e-06,0.9999981
529,0.0,0.9996606,0.00033941746
530,1.0,0.00016768758,0.9998323
531,1.0,0.00016090904,0.99983907
532,0.0,0.9999895,1.0544636e-05
533,0.0,0.9999832,1.6791126e-05
534,1.0,3.7832028e-06,0.9999962
535,1.0,0.0003094524,0.99969053
536,1.0,0.0002776003,0.9997224
537,1.0,5.6943627e-05,0.999943
538,0.0,1.0,6.12144e-09
539,0.0,1.0,3.935308e-08
540,1.0,3.5638266e-05,0.99996436
541,1.0,2.3801487e-05,0.99997616
542,0.0,1.0,4.7681667e-08
543,1.0,5.4551285e-05,0.9999454
544,1.0,2.2414673e-05,0.9999776
545,1.0,1.1762635e-05,0.9999882
546,1.0,1.7246335e-05,0.9999827
547,1.0,3.723644e-07,0.99999964
548,1.0,3.8975948e-05,0.999961
549,1.0,1.764101e-06,0.9999982
550,1.0,5.9997856e-06,0.99999404
551,1.0,1.0789953e-06,0.9999989
552,0.0,0.99998474,1.5281288e-05
553,1.0,9.876816e-06,0.9999901
554,0.0,0.99999964,3.6353921e-07
555,1.0,7.79868e-07,0.99999917
556,1.0,2.8024112e-06,0.99999714
557,1.0,9.955626e-06,0.99999
558,1.0,3.8837998e-06,0.99999607
559,0.0,1.0,6.8827e-10
560,1.0,4.656818e-05,0.9999534
561,1.0,2.8635084e-06,0.99999714
562,1.0,2.7041591e-05,0.99997294
563,1.0,6.6024273e-07,0.9999993
564,0.0,0.99999857,1.3929556e-06
565,0.0,0.9999999,1.7037023e-07
566,1.0,0.00038248053,0.99961746
567,1.0,0.00041785557,0.9995821
568,1.0,1.4187277e-05,0.9999858
569,1.0,8.299551e-06,0.99999166
570,1.0,1.1297523e-06,0.9999989
571,1.0,1.3515738e-05,0.9999865
572,0.0,1.0,1.9038874e-08
573,0.0,0.9998894,0.000110636385
574,1.0,1.7450991e-05,0.9999826
575,1.0,6.5421154e-06,0.99999344
576,1.0,1.6656967e-06,0.99999833
577,1.0,1.0238956e-05,0.99998975
578,1.0,0.0029286402,0.9970714
579,0.0,0.9999987,1.3629685e-06
580,1.0,0.0014658795,0.9985341
581,0.0,1.0,7.447316e-09
582,1.0,7.5499946e-07,0.9999993
583,1.0,7.241477e-06,0.9999927
584,1.0,3.779964e-05,0.9999622
585,1.0,2.1910697e-05,0.99997807
586,1.0,3.403095e-05,0.999966
587,1.0,0.0006620219,0.999338
588,0.0,0.9999999,6.6760386e-08
589,1.0,4.7901262e-06,0.99999523
590,1.0,7.5743365e-06,0.9999924
591,1.0,6.8271006e-06,0.9999932
592,1.0,0.00041288586,0.9995871
593,0.0,0.99973744,0.00026249696
594,1.0,5.1007115e-05,0.999949
595,0.0,0.999974,2.5939313e-05
596,1.0,8.931935e-05,0.9999107
597,0.0,0.99999976,2.885299e-07
598,1.0,3.2270098e-06,0.9999968
599,0.0,0.99999976,2.5026753e-07
600,0.0,0.99999857,1.4636497e-06
601,0.0,0.9999224,7.7579374e-05
602,1.0,2.458601e-06,0.9999975
603,1.0,6.3701723e-06,0.9999937
604,1.0,2.3615234e-05,0.9999764
605,0.0,0.99997187,2.8108023e-05
606,1.0,1.0891248e-06,0.9999989
607,1.0,0.00012442358,0.99987555
608,1.0,3.8294864e-05,0.99996173
609,1.0,1.0033327e-05,0.99999
610,1.0,1.4403369e-06,0.99999857
611,1.0,8.446778e-06,0.99999154
612,1.0,0.000120328856,0.9998796
613,0.0,0.9999976,2.3879359e-06
614,0.0,0.999984,1.5966345e-05
615,1.0,3.0699864e-06,0.9999969
616,0.0,0.99999917,7.8205244e-07
617,1.0,2.6882868e-05,0.99997306
618,1.0,2.777577e-05,0.9999722
619,0.0,0.9999051,9.484993e-05
620,1.0,3.1569166e-06,0.9999969
621,1.0,2.4307762e-06,0.9999976
622,1.0,0.0007064557,0.99929357
623,1.0,2.6478496e-05,0.99997354
624,0.0,0.9999931,6.8954123e-06
625,1.0,9.12957e-07,0.99999905
626,1.0,0.00021687134,0.9997831
627,1.0,1.7520059e-06,0.9999982
628,0.0,0.99963045,0.00036956833
629,1.0,6.846367e-06,0.9999932
630,1.0,2.2254574e-06,0.99999774
631,1.0,0.00043988106,0.99956006
632,1.0,2.7110377e-06,0.99999726
633,1.0,6.855677e-06,0.9999931
634,1.0,1.0803826e-05,0.99998915
635,0.0,0.9999999,1.6490078e-07
636,1.0,5.349309e-07,0.9999995
637,1.0,0.0013568837,0.9986431
638,1.0,8.3027335e-06,0.99999166
639,1.0,4.948142e-07,0.9999995
640,0.0,0.99990976,9.0201385e-05
641,1.0,0.00039030556,0.99960977
642,1.0,1.9630725e-06,0.9999981
643,1.0,1.350372e-06,0.9999987
644,1.0,2.2531704e-06,0.99999774
645,1.0,0.0011854164,0.9988146
646,1.0,1.0091258e-05,0.99998987
647,1.0,9.1037684e-05,0.9999089
648,1.0,1.0130019e-05,0.99998987
649,1.0,0.000342732,0.9996573
650,0.0,0.9999989,1.0222701e-06
651,1.0,9.549252e-06,0.99999046
652,1.0,2.630587e-06,0.9999974
653,1.0,4.0446616e-07,0.99999964
654,1.0,0.00019918388,0.99980086
655,1.0,0.0004700959,0.99952996
656,1.0,4.337443e-05,0.9999566
657,0.0,0.9999987,1.2718059e-06
658,1.0,9.905132e-06,0.9999901
659,1.0,1.7347867e-07,0.9999999
660,1.0,1.3438314e-05,0.9999865
661,0.0,0.9999968,3.241899e-06
662,0.0,0.99998474,1.5216196e-05
663,1.0,0.0001897469,0.9998103
664,1.0,2.4222832e-06,0.9999976
665,1.0,0.0009663937,0.9990336
666,0.0,0.99998415,1.5798583e-05
667,1.0,0.0011942339,0.99880576
668,1.0,8.09949e-06,0.9999919
669,1.0,5.590455e-06,0.9999944
670,0.0,0.9999999,7.919499e-08
671,0.0,0.99996364,3.6299716e-05
672,0.0,0.99999547,4.5058596e-06
673,1.0,1.6488819e-05,0.99998355
674,0.0,0.99994767,5.2350173e-05
675,1.0,5.41374e-06,0.99999464
676,1.0,2.2370381e-05,0.9999776
677,1.0,5.413897e-05,0.9999459
678,0.0,1.0,3.8277497e-12
679,1.0,6.0613916e-06,0.9999939
680,1.0,2.2252506e-07,0.99999976
681,0.0,0.9999937,6.344236e-06
682,1.0,1.2163257e-06,0.9999988
683,1.0,0.00017039475,0.99982953
684,1.0,2.1674297e-05,0.9999783
685,1.0,5.312057e-06,0.99999464
686,0.0,0.99996984,3.0175988e-05
687,0.0,1.0,2.2071487e-09
688,1.0,0.00016765401,0.9998323
689,1.0,3.2541684e-06,0.9999968
690,1.0,0.0006692041,0.9993309
691,1.0,0.00038312466,0.99961686
